subjectcode,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
130,1,56,13,51,11,96,19,73,12,0.76,0.16,0.23,0.04,0.04,0.13,56,35,34.30,35.40,0.58,0.70,4.04,5.72,0.88,16.79,0.70,0.79,17.29,2.94,0.30,0.68,0.11,0.04,0.15
132,1,26,4,23,3,39,8,30,6,0.77,0.20,0.15,0.00,0.00,0.00,26,26,26,26,0.67,0.67,2.94,4.16,0.89,14.38,0.77,0.92,11.08,2.35,0.40,0.56,0.10,0.10,0.20
134,1,43,5,37,3,83,9,64,5,0.77,0.08,0.12,0.00,0.00,0.00,43,34,33.90,31.70,0.52,0.68,3.34,4.72,0.85,12.89,0.58,0.67,13.33,2.58,0.31,0.43,0.08,0.05,0.12
135,1,38,4,33,2,70,12,54,5,0.77,0.09,0.11,0.00,0.00,0.00,38,32,31.40,32.30,0.54,0.64,3.21,4.54,0.86,12.83,0.61,0.73,13.88,2.63,0.35,0.43,0.06,0.04,0.09
137,1,74,9,66,6,161,21,130,11,0.81,0.08,0.12,0.02,0.02,0.09,74,31,33.60,33.20,0.46,0.67,4.12,5.83,0.85,14.43,0.51,0.57,21.06,3.25,0.28,0.41,0.04,0.07,0.11
138,1,56,6,53,5,108,11,90,6,0.83,0.07,0.11,0.02,0.02,0.11,56,34,34.30,32.70,0.52,0.67,3.81,5.39,0.86,14.50,0.59,0.65,18.23,3.02,0.31,0.56,0.04,0.08,0.12
139,1,34,4,30,3,60,10,47,4,0.78,0.09,0.12,0.04,0.04,0.15,34,30,31.10,30.70,0.57,0.60,3.10,4.39,0.86,12.82,0.64,0.74,12.57,2.51,0.36,0.56,0.06,0.02,0.09
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,1,46,9,42,8,74,20,62,14,0.84,0.23,0.20,0.00,0.00,0.00,46,38,35.50,31.40,0.62,0.76,3.78,5.35,0.89,16.92,0.68,0.74,20.63,3.21,0.45,0.53,0.05,0.02,0.06
142,1,35,8,30,6,50,14,37,8,0.74,0.22,0.23,0.05,0.05,0.15,35,35,35.00,35.00,0.70,0.70,3.50,4.95,0.91,18.63,0.81,0.81,13.76,2.62,0.46,0.73,0.11,0.03,0.14
