filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
256.txt,1,19,9,16,8,25,12,17,9,0.68,0.53,0.47,0.17,0.17,0.29,19,19,19,19,0.76,0.76,2.69,3.80,0.91,16.40,0.94,1.00,6.00,1.73,0.35,0.88,0.12,0.06,0.18
257.txt,1,22,10,19,9,34,15,24,11,0.71,0.46,0.45,0.09,0.09,0.21,22,22,22,22,0.65,0.65,2.67,3.77,0.88,12.41,0.79,0.73,5.82,1.71,0.33,0.80,0.08,0.04,0.12
258.txt,1,17,8,12,5,21,10,14,6,0.67,0.43,0.47,0.14,0.14,0.27,17,17,17,17,0.81,0.81,2.62,3.71,0.93,19.05,0.86,0.86,5.14,1.60,0.43,0.83,0.07,0.00,0.07
260.txt,1,18,8,15,6,33,16,22,9,0.67,0.41,0.44,0.08,0.08,0.20,18,18,18,18,0.55,0.55,2.22,3.13,0.83,8.76,0.68,0.67,5.33,1.63,0.36,0.67,0.05,0.00,0.05
261.txt,1,22,10,19,9,29,16,21,11,0.72,0.52,0.45,0.14,0.14,0.27,22,22,22,22,0.76,0.76,2.89,4.09,0.92,17.83,0.90,1.00,7.00,1.87,0.33,0.82,0.10,0.05,0.14
262.txt,1,16,8,12,6,19,10,13,7,0.68,0.54,0.50,0.20,0.20,0.32,16,16,16,16,0.84,0.84,2.60,3.67,0.94,21.91,0.92,1.00,5.00,1.58,0.38,0.83,0.15,0.00,0.15
263.txt,1,15,6,12,5,18,7,13,6,0.72,0.46,0.40,0.20,0.20,0.32,15,15,15,15,0.83,0.83,2.50,3.54,0.94,19.90,0.92,1.00,5.00,1.58,0.38,0.83,0.08,0.08,0.15
264.txt,1,18,9,15,8,21,11,15,8,0.71,0.53,0.50,0.20,0.20,0.32,18,18,18,18,0.86,0.86,2.78,3.93,0.95,26.11,1.00,1.00,5.00,1.58,0.33,1.00,0.07,0.07,0.13
265.txt,1,19,9,16,8,24,10,18,9,0.75,0.50,0.47,0.12,0.12,0.25,19,19,19,19,0.79,0.79,2.74,3.88,0.93,18.78,0.89,0.88,6.12,1.75,0.39,0.88,0.11,0.00,0.11
266.txt,1,20,9,17,8,26,14,20,11,0.77,0.55,0.45,0.20,0.40,0.45,20,20,20,20,0.77,0.77,2.77,3.92,0.92,17.57,0.85,0.80,6.40,1.79,0.40,0.88,0.05,0.05,0.10
272.txt,1,23,8,20,7,32,15,24,9,0.75,0.38,0.35,0.08,0.08,0.20,23,23,23,23,0.72,0.72,2.88,4.07,0.90,15.80,0.83,0.85,9.31,2.16,0.46,0.75,0.12,0.00,0.12
273.txt,1,25,8,20,7,33,14,24,9,0.73,0.38,0.32,0.17,0.33,0.41,25,25,25,25,0.76,0.76,3.08,4.35,0.92,19.12,0.83,0.83,8.33,2.04,0.42,0.78,0.08,0.04,0.12
274.txt,1,14,6,11,5,15,7,11,5,0.73,0.45,0.43,0.20,0.20,0.32,14,14,14,14,0.93,0.93,2.56,3.61,0.97,46.16,1.00,1.00,5.00,1.58,0.45,1.00,0.09,0.00,0.09
275.txt,1,17,7,15,7,23,11,20,11,0.87,0.55,0.41,0.14,0.14,0.27,17,17,17,17,0.74,0.74,2.51,3.54,0.90,14.12,0.75,0.86,5.14,1.60,0.30,0.64,0.05,0.05,0.10
