filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
183.txt,1,28,5,24,4,48,8,40,5,0.83,0.12,0.18,0.00,0.00,0.00,28,28,28,28,0.58,0.58,2.86,4.04,0.86,12.08,0.60,0.56,7.84,1.98,0.35,0.50,0.10,0.03,0.12
185.txt,1,34,6,32,5,48,6,46,5,0.96,0.11,0.18,0.06,0.12,0.25,34,34,34,34,0.71,0.71,3.47,4.91,0.91,18.87,0.70,0.61,12.12,2.46,0.43,0.75,0.11,0.09,0.20
186.txt,1,31,6,28,5,43,9,38,6,0.88,0.16,0.19,0.00,0.00,0.00,31,31,31,31,0.72,0.72,3.34,4.73,0.91,18.78,0.74,0.71,12.04,2.45,0.45,0.57,0.13,0.05,0.18
187.txt,1,87,11,82,10,150,25,133,17,0.89,0.13,0.13,0.01,0.01,0.08,87,32,38.60,38.10,0.58,0.77,5.02,7.10,0.89,20.02,0.62,0.56,23.52,3.43,0.32,0.57,0.10,0.08,0.17
188.txt,1,95,27,85,21,183,46,155,30,0.85,0.19,0.28,0.07,0.42,0.46,95,37,38.20,37.50,0.52,0.76,4.97,7.02,0.87,17.98,0.55,0.49,20.51,3.20,0.27,0.53,0.10,0.05,0.15
189.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190.txt,1,23,4,19,3,39,7,31,4,0.79,0.13,0.17,0.00,0.00,0.00,23,23,23,23,0.59,0.59,2.60,3.68,0.86,11.04,0.61,0.56,5.06,1.59,0.29,0.50,0.10,0.06,0.16
191.txt,1,60,10,53,7,149,34,108,15,0.72,0.14,0.17,0.00,0.00,0.00,60,28,33.50,31.60,0.40,0.63,3.48,4.92,0.82,11.96,0.49,0.50,14.00,2.65,0.26,0.34,0.06,0.07,0.14
193.txt,1,15,5,13,4,32,11,23,5,0.72,0.22,0.33,0.08,0.08,0.20,15,15,15,15,0.47,0.47,1.88,2.65,0.78,6.88,0.57,0.46,2.77,1.18,0.26,0.50,0.13,0.04,0.17
194.txt,1,90,13,85,12,163,19,144,14,0.88,0.10,0.14,0.04,0.18,0.30,90,37,39.70,36.90,0.55,0.73,4.98,7.05,0.88,18.97,0.59,0.51,23.25,3.41,0.32,0.74,0.10,0.05,0.15
195.txt,1,21,5,19,4,39,10,33,6,0.85,0.18,0.24,0.00,0.00,0.00,21,21,21,21,0.54,0.54,2.38,3.36,0.83,9.42,0.58,0.53,4.27,1.46,0.24,0.50,0.09,0.03,0.12
196.txt,1,71,8,65,6,104,22,87,11,0.84,0.13,0.11,0.00,0.00,0.00,71,38,40.10,41.00,0.68,0.79,4.92,6.96,0.92,24.54,0.75,0.77,26.27,3.62,0.39,0.68,0.10,0.08,0.18
197.txt,1,57,11,53,10,111,27,87,16,0.78,0.18,0.19,0.00,0.00,0.00,57,34,32.40,32.80,0.51,0.66,3.83,5.41,0.86,14.45,0.61,0.68,19.12,3.09,0.32,0.50,0.08,0.07,0.15
198.txt,1,48,15,43,13,70,17,62,14,0.89,0.23,0.31,0.09,0.26,0.36,48,37,37.20,36.80,0.69,0.74,4.06,5.74,0.91,20.78,0.69,0.56,10.62,2.30,0.31,0.64,0.15,0.13,0.27
199.txt,1,62,11,59,10,94,18,83,13,0.88,0.16,0.18,0.05,0.09,0.21,62,41,38.10,39.20,0.66,0.82,4.52,6.39,0.91,21.54,0.71,0.73,23.27,3.41,0.39,0.58,0.13,0.12,0.25
200.txt,1,66,11,58,7,122,18,95,11,0.78,0.12,0.17,0.00,0.00,0.00,66,34,35.40,34.10,0.54,0.68,4.23,5.98,0.87,16.31,0.61,0.62,21.88,3.31,0.37,0.57,0.05,0.06,0.12
201.txt,1,24,5,22,4,42,9,34,5,0.81,0.15,0.21,0.04,0.04,0.14,24,24,24,24,0.57,0.57,2.62,3.70,0.85,10.84,0.65,0.58,8.17,2.02,0.41,0.67,0.09,0.03,0.12
202.txt,1,31,9,28,8,41,14,36,11,0.88,0.31,0.29,0.11,0.21,0.32,31,31,31,31,0.76,0.76,3.42,4.84,0.92,21.42,0.78,0.84,13.47,2.60,0.44,0.64,0.14,0.00,0.14
203.txt,1,45,4,43,4,58,4,53,4,0.91,0.08,0.09,0.10,0.31,0.39,45,40,40.60,38.50,0.78,0.80,4.18,5.91,0.94,28.21,0.81,0.79,18.24,3.02,0.43,0.83,0.11,0.08,0.19
204.txt,1,63,11,58,9,105,20,93,14,0.89,0.15,0.17,0.00,0.00,0.00,63,36,37.10,38.60,0.60,0.75,4.35,6.15,0.89,18.41,0.62,0.64,18.69,3.06,0.31,0.48,0.11,0.09,0.19
205.txt,1,36,5,33,4,56,15,46,8,0.82,0.17,0.14,0.00,0.00,0.00,36,33,33.50,32.80,0.64,0.66,3.40,4.81,0.89,15.93,0.72,0.87,17.39,2.95,0.43,0.56,0.13,0.04,0.17
206.txt,1,49,10,45,9,86,20,74,12,0.86,0.16,0.20,0.00,0.00,0.00,49,33,34.00,34.70,0.57,0.66,3.74,5.28,0.87,15.32,0.61,0.59,14.05,2.65,0.32,0.50,0.09,0.07,0.16
207.txt,1,31,8,29,7,42,11,38,8,0.90,0.21,0.26,0.08,0.17,0.29,31,31,31,31,0.74,0.74,3.38,4.78,0.92,19.98,0.76,0.71,12.04,2.45,0.45,0.71,0.11,0.08,0.18
208.txt,1,40,6,35,5,62,10,47,6,0.76,0.13,0.15,0.04,0.04,0.14,40,31,35.10,33.30,0.65,0.62,3.59,5.08,0.89,16.88,0.74,0.76,14.44,2.69,0.40,0.62,0.09,0.04,0.13
209.txt,1,55,14,51,13,102,25,93,20,0.91,0.22,0.25,0.05,0.16,0.29,55,36,35.90,36.50,0.54,0.71,3.85,5.45,0.87,15.04,0.55,0.47,12.29,2.48,0.28,0.55,0.09,0.05,0.14
211.txt,1,87,14,83,12,264,33,229,27,0.87,0.12,0.16,0.02,0.03,0.13,87,34,34.90,36.80,0.33,0.66,3.79,5.35,0.80,12.16,0.36,0.35,14.91,2.73,0.19,0.33,0.06,0.05,0.11
212.txt,1,20,3,17,2,28,7,22,3,0.79,0.14,0.15,0.09,0.09,0.21,20,20,20,20,0.71,0.71,2.67,3.78,0.90,14.33,0.77,0.82,7.36,1.92,0.41,0.67,0.05,0.05,0.09
213.txt,1,29,5,26,4,52,9,47,6,0.90,0.13,0.17,0.00,0.00,0.00,29,29,28.00,28.80,0.56,0.58,2.84,4.02,0.85,11.61,0.55,0.47,6.53,1.81,0.30,0.57,0.09,0.09,0.17
214.txt,1,27,5,24,4,38,6,35,5,0.92,0.14,0.19,0.05,0.05,0.15,27,27,27,27,0.71,0.71,3.10,4.38,0.91,16.82,0.69,0.64,8.91,2.11,0.40,0.62,0.09,0.06,0.14
215.txt,1,41,9,39,8,68,14,61,11,0.90,0.18,0.22,0.06,0.12,0.25,41,31,33.00,30.20,0.60,0.62,3.52,4.97,0.88,15.28,0.64,0.55,9.82,2.22,0.30,0.70,0.10,0.13,0.23
216.txt,1,43,5,39,4,76,11,66,6,0.87,0.09,0.12,0.00,0.00,0.00,43,37,33.90,33.50,0.57,0.74,3.49,4.93,0.87,14.30,0.59,0.62,16.10,2.84,0.39,0.50,0.06,0.03,0.09
217.txt,1,7,0,6,0,7,0,6,0,0.86,0.00,0.00,0.00,0.00,0.00,7,7,7,7,1.00,1.00,1.87,2.65,1.00,NaN,1.00,1.00,1.00,0.71,0.17,1.00,0.17,0.33,0.50
218.txt,1,22,6,19,5,56,22,39,10,0.70,0.26,0.27,0.06,0.06,0.18,22,22,20.60,21.10,0.39,0.44,2.08,2.94,0.77,7.53,0.49,0.50,4.00,1.41,0.21,0.37,0.08,0.03,0.10
219.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220.txt,1,45,6,42,5,82,10,76,8,0.93,0.11,0.13,0.02,0.02,0.10,45,34,31.80,30.80,0.55,0.68,3.51,4.97,0.86,14.05,0.55,0.49,12.75,2.53,0.34,0.64,0.05,0.07,0.12
221.txt,1,90,18,82,15,189,44,151,24,0.80,0.16,0.20,0.05,0.19,0.30,90,40,41.00,37.10,0.48,0.75,4.63,6.55,0.86,16.08,0.54,0.52,23.55,3.43,0.30,0.52,0.09,0.07,0.16
