filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
100.txt,1,66,10,62,9,123,22,97,13,0.79,0.13,0.15,0.04,0.08,0.20,66,31,34.30,34.30,0.54,0.69,4.21,5.95,0.87,16.16,0.64,0.56,15.19,2.76,0.28,0.61,0.13,0.08,0.22
101.txt,1,39,8,36,8,58,12,53,12,0.91,0.23,0.21,0.04,0.04,0.14,39,34,35.60,34.60,0.67,0.68,3.62,5.12,0.90,18.04,0.68,0.67,12.00,2.45,0.34,0.53,0.13,0.06,0.19
102.txt,1,35,7,33,6,57,11,51,8,0.89,0.16,0.20,0.00,0.00,0.00,35,32,32.90,31.90,0.61,0.64,3.28,4.64,0.88,14.56,0.65,0.60,10.80,2.32,0.35,0.64,0.10,0.06,0.16
103.txt,1,44,15,37,11,54,19,43,12,0.80,0.28,0.34,0.10,0.20,0.32,44,40,41.30,40.80,0.81,0.80,4.23,5.99,0.95,33.74,0.86,0.85,14.45,2.69,0.40,0.86,0.12,0.07,0.19
104.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105.txt,1,62,12,54,9,136,34,107,23,0.79,0.21,0.19,0.02,0.02,0.09,62,36,33.80,32.60,0.46,0.68,3.76,5.32,0.84,13.34,0.50,0.46,12.07,2.46,0.24,0.33,0.08,0.09,0.18
106.txt,1,19,5,17,4,32,8,27,5,0.84,0.19,0.26,0.00,0.00,0.00,19,19,19,19,0.59,0.59,2.38,3.36,0.85,10.01,0.63,0.56,5.06,1.59,0.33,0.50,0.15,0.04,0.19
109.txt,1,35,7,31,6,60,21,49,14,0.82,0.29,0.20,0.00,0.00,0.00,35,34,30.40,32.90,0.58,0.68,3.20,4.52,0.87,13.51,0.63,0.73,11.64,2.41,0.33,0.43,0.14,0.04,0.18
110.txt,1,67,15,62,13,115,22,104,16,0.90,0.15,0.22,0.06,0.26,0.36,67,38,36.80,34.60,0.58,0.73,4.42,6.25,0.89,18.10,0.60,0.48,14.52,2.69,0.29,0.74,0.11,0.04,0.14
111.txt,1,36,9,33,7,60,19,54,14,0.90,0.26,0.25,0.06,0.12,0.25,36,31,31.90,32.60,0.60,0.62,3.29,4.65,0.88,14.25,0.61,0.62,12.50,2.50,0.37,0.40,0.11,0.02,0.13
112.txt,1,39,7,35,6,58,9,52,7,0.90,0.13,0.18,0.04,0.04,0.14,39,35,36.00,34.50,0.67,0.70,3.62,5.12,0.90,18.04,0.67,0.64,10.24,2.26,0.31,0.59,0.13,0.04,0.17
113.txt,1,33,8,28,6,49,15,37,8,0.76,0.22,0.24,0.00,0.00,0.00,33,33,33,33,0.67,0.67,3.33,4.71,0.90,16.64,0.76,0.73,8.07,2.01,0.30,0.75,0.11,0.03,0.14
114.txt,1,59,10,54,9,115,25,98,17,0.85,0.17,0.17,0.02,0.02,0.09,59,35,34.70,38.00,0.51,0.73,3.89,5.50,0.86,14.65,0.55,0.49,13.75,2.62,0.29,0.50,0.08,0.07,0.15
115.txt,1,38,12,35,10,63,19,55,13,0.87,0.24,0.32,0.09,0.27,0.37,38,30,32.60,30.80,0.60,0.60,3.39,4.79,0.88,14.75,0.64,0.55,9.82,2.22,0.33,0.83,0.05,0.07,0.13
116.txt,1,29,5,25,4,43,9,36,5,0.84,0.14,0.17,0.00,0.00,0.00,29,29,29,29,0.67,0.67,3.13,4.42,0.90,15.60,0.69,0.59,7.68,1.96,0.36,0.80,0.11,0.00,0.11
117.txt,1,43,11,37,7,73,17,63,9,0.86,0.14,0.26,0.02,0.02,0.10,43,29,34.10,29.70,0.59,0.58,3.56,5.03,0.88,15.11,0.59,0.50,11.50,2.40,0.37,0.83,0.03,0.03,0.06
120.txt,1,47,5,43,4,75,12,65,6,0.87,0.09,0.11,0.03,0.03,0.12,47,33,35.90,35.10,0.63,0.66,3.84,5.43,0.89,17.32,0.66,0.70,18.27,3.02,0.40,0.50,0.11,0.03,0.14
