filename,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
..\data\indiv_files\STAT_A_EN_uncorrected\849.txt,1,34,3,19,3,56,3,24,3,0.43,0.12,0.09,0.00,0.00,0.00,34,31,30.90,31.40,0.61,0.62,3.21,4.54,0.88,14.10,0.79,1.00,3.00,1.22,0.12,0.73,0.33,0.08,0.42
..\data\indiv_files\STAT_A_EN_uncorrected\885.txt,1,49,5,29,4,88,5,43,4,0.49,0.09,0.10,0.00,0.00,0.00,49,31,34.00,32.60,0.56,0.62,3.69,5.22,0.87,14.87,0.67,0.83,4.17,1.44,0.12,0.60,0.19,0.05,0.23
..\data\indiv_files\STAT_A_EN_uncorrected\785.txt,1,41,5,24,5,72,5,36,5,0.50,0.14,0.12,0.20,0.20,0.32,41,35,32.10,28.40,0.57,0.70,3.42,4.83,0.87,14.11,0.67,1.00,5.00,1.58,0.14,0.67,0.17,0.03,0.19
..\data\indiv_files\STAT_A_EN_uncorrected\525.txt,1,48,5,30,4,95,6,48,5,0.51,0.10,0.10,0.00,0.00,0.00,48,32,31.40,29.20,0.51,0.64,3.48,4.92,0.85,13.19,0.62,0.75,4.50,1.50,0.12,0.54,0.19,0.06,0.25
..\data\indiv_files\STAT_A_EN_uncorrected\520.txt,1,59,14,39,14,107,21,58,20,0.54,0.34,0.24,0.00,0.00,0.00,59,35,34.30,32.40,0.55,0.68,4.03,5.70,0.87,15.93,0.67,0.86,5.14,1.60,0.10,0.55,0.22,0.10,0.33
..\data\indiv_files\STAT_A_EN_uncorrected\846.txt,1,49,6,28,6,82,8,41,8,0.50,0.20,0.12,0.00,0.00,0.00,49,34,35.10,34.10,0.60,0.68,3.83,5.41,0.88,16.38,0.68,0.75,4.50,1.50,0.15,0.75,0.15,0.05,0.20
..\data\indiv_files\STAT_A_EN_uncorrected\697.txt,1,59,9,36,8,115,12,65,11,0.57,0.17,0.15,0.00,0.00,0.00,59,33,33.20,32.40,0.51,0.64,3.89,5.50,0.86,14.65,0.55,0.88,6.12,1.75,0.11,0.39,0.15,0.11,0.26
..\data\indiv_files\STAT_A_EN_uncorrected\656.txt,1,54,10,37,10,134,18,67,18,0.50,0.27,0.19,0.21,0.64,0.57,54,32,30.60,27.50,0.40,0.59,3.30,4.66,0.81,11.46,0.55,0.86,10.29,2.27,0.18,0.48,0.10,0.12,0.22
..\data\indiv_files\STAT_A_EN_uncorrected\689.txt,1,3,0,3,0,3,0,3,0,1.00,0.00,0.00,0,0,0,3,3,3,3,1.00,1.00,1.22,1.73,1.00,NaN,1.00,0,0,0,0.00,1.00,0.33,0.00,0.33
..\data\indiv_files\STAT_A_EN_uncorrected\519.txt,1,57,6,35,6,120,11,56,11,0.47,0.20,0.11,0.21,0.64,0.57,57,27,31.60,30.70,0.47,0.60,3.68,5.20,0.84,13.37,0.62,0.71,7.14,1.89,0.18,0.52,0.09,0.07,0.16
..\data\indiv_files\STAT_A_EN_uncorrected\730.txt,1,15,0,8,0,17,0,8,0,0.47,0.00,0.00,0.00,0.00,0.00,15,15,15,15,0.88,0.88,2.57,3.64,0.96,27.85,1.00,1.00,2.00,1.00,0.25,1.00,0.12,0.00,0.12
..\data\indiv_files\STAT_A_EN_uncorrected\701.txt,1,56,10,33,8,96,15,54,13,0.56,0.24,0.18,0.00,0.00,0.00,56,31,33.70,33.20,0.58,0.62,4.04,5.72,0.88,16.79,0.61,0.91,9.09,2.13,0.19,0.53,0.09,0.07,0.17
..\data\indiv_files\STAT_A_EN_uncorrected\801.txt,1,40,4,22,4,76,5,34,5,0.45,0.15,0.10,0.00,0.00,0.00,40,29,31.00,30.80,0.53,0.58,3.24,4.59,0.85,12.69,0.65,0.83,4.17,1.44,0.15,0.62,0.18,0.12,0.29
..\data\indiv_files\STAT_A_EN_uncorrected\868.txt,1,41,2,27,1,70,2,41,1,0.59,0.02,0.05,0.00,0.00,0.00,41,34,33.40,34.90,0.59,0.68,3.47,4.90,0.87,14.65,0.66,0.75,4.50,1.50,0.15,0.64,0.17,0.17,0.34
..\data\indiv_files\STAT_A_EN_uncorrected\669.txt,1,61,13,43,12,103,15,59,14,0.57,0.24,0.21,0.09,0.09,0.21,61,34,36.10,34.30,0.59,0.71,4.25,6.01,0.89,17.81,0.73,0.82,7.36,1.92,0.15,0.70,0.15,0.08,0.24
..\data\indiv_files\STAT_A_EN_uncorrected\819.txt,1,67,9,40,8,134,11,70,10,0.52,0.14,0.13,0.05,0.05,0.16,67,33,35.50,31.00,0.50,0.68,4.09,5.79,0.86,15.03,0.57,0.68,8.89,2.11,0.19,0.55,0.10,0.06,0.16
..\data\indiv_files\STAT_A_EN_uncorrected\563.txt,1,50,5,30,5,87,7,43,7,0.49,0.16,0.10,0.08,0.08,0.20,50,37,35.80,34.20,0.57,0.74,3.79,5.36,0.88,15.64,0.70,0.83,8.33,2.04,0.23,0.61,0.09,0.07,0.16
..\data\indiv_files\STAT_A_EN_uncorrected\516.txt,1,61,3,40,3,116,6,57,6,0.49,0.11,0.05,0.00,0.00,0.00,61,35,31.90,30.10,0.53,0.63,4.00,5.66,0.86,15.27,0.70,0.91,9.09,2.13,0.18,0.62,0.14,0.09,0.23
..\data\indiv_files\STAT_A_EN_uncorrected\882.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
..\data\indiv_files\STAT_A_EN_uncorrected\643.txt,1,53,6,32,6,110,9,52,9,0.47,0.17,0.11,0.17,0.17,0.29,53,30,30.90,30.50,0.48,0.62,3.57,5.05,0.84,13.14,0.62,0.67,2.67,1.15,0.08,0.55,0.19,0.04,0.23
..\data\indiv_files\STAT_A_EN_uncorrected\889.txt,1,61,3,37,3,119,7,65,7,0.55,0.11,0.05,0.00,0.00,0.00,61,36,34.70,34.40,0.51,0.71,3.95,5.59,0.86,14.84,0.57,0.64,5.79,1.70,0.14,0.53,0.11,0.05,0.15
..\data\indiv_files\STAT_A_EN_uncorrected\612.txt,1,62,7,40,7,118,8,60,8,0.51,0.13,0.11,0.07,0.07,0.19,62,37,34.40,34.90,0.53,0.75,4.04,5.71,0.87,15.36,0.67,0.71,7.14,1.89,0.17,0.55,0.18,0.07,0.25
..\data\indiv_files\STAT_A_EN_uncorrected\622.txt,1,54,5,37,5,86,5,47,5,0.55,0.11,0.09,0.17,0.33,0.41,54,39,35.90,35.40,0.63,0.78,4.12,5.82,0.90,18.52,0.79,0.75,6.75,1.84,0.19,0.88,0.13,0.04,0.17
..\data\indiv_files\STAT_A_EN_uncorrected\566.txt,1,69,7,44,7,151,12,79,12,0.52,0.15,0.10,0.07,0.07,0.19,69,35,33.70,32.90,0.46,0.66,3.97,5.62,0.84,13.96,0.56,0.79,8.64,2.08,0.14,0.48,0.13,0.05,0.18
..\data\indiv_files\STAT_A_EN_uncorrected\570.txt,1,66,6,43,6,139,10,75,10,0.54,0.13,0.09,0.00,0.00,0.00,66,33,32.90,32.00,0.47,0.63,3.96,5.60,0.85,14.20,0.57,0.92,11.08,2.35,0.16,0.41,0.12,0.07,0.19
..\data\indiv_files\STAT_A_EN_uncorrected\791.txt,1,67,11,43,11,140,13,66,13,0.47,0.20,0.16,0.15,0.31,0.39,67,32,32.30,33.00,0.48,0.65,4.00,5.66,0.85,14.39,0.65,1.00,13.00,2.55,0.20,0.54,0.06,0.06,0.12
..\data\indiv_files\STAT_A_EN_uncorrected\807.txt,1,57,6,36,5,96,8,49,5,0.51,0.10,0.11,0.12,0.24,0.34,57,30,35.90,35.70,0.59,0.60,4.11,5.82,0.89,17.36,0.73,0.71,8.47,2.06,0.24,0.74,0.12,0.08,0.20
..\data\indiv_files\STAT_A_EN_uncorrected\677.txt,1,59,10,37,9,106,13,58,12,0.55,0.21,0.17,0.07,0.07,0.19,59,37,36.30,35.60,0.56,0.72,4.05,5.73,0.87,16.12,0.64,0.86,10.29,2.27,0.21,0.48,0.12,0.07,0.19
..\data\indiv_files\STAT_A_EN_uncorrected\742.txt,1,56,5,37,5,90,8,49,8,0.54,0.16,0.09,0.00,0.00,0.00,56,36,36.50,35.10,0.62,0.72,4.17,5.90,0.89,18.53,0.76,0.82,7.36,1.92,0.18,0.69,0.14,0.06,0.20
