subjectcode,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv,modv
830,1,39,4,20,4,64,5,27,5,0.42,0.19,0.10,0.14,0.14,0.27,39,18,16.59,17.17,0.61,0.85,3.45,4.88,0.88,15.17,0.74,0.86,5.14,1.60,0.22,0.68,0.04,0.00,0.04
737,1,51,3,33,3,92,5,49,5,0.53,0.10,0.06,0.00,0.00,0.00,51,15,16.12,15.94,0.55,0.80,3.76,5.32,0.87,15.05,0.67,1.00,10.00,2.24,0.20,0.56,0.16,0.00,0.16
858,1,50,8,28,8,86,12,46,12,0.53,0.26,0.16,0.11,0.11,0.24,50,19,17.03,17.51,0.58,0.94,3.81,5.39,0.88,15.89,0.61,0.89,7.11,1.89,0.17,0.56,0.15,0.00,0.15
670,1,37,6,22,6,72,11,35,11,0.49,0.31,0.16,0.50,0.50,0.50,37,17,15.87,16.60,0.51,0.85,3.08,4.36,0.84,11.93,0.63,1.00,2.00,1.00,0.06,0.67,0.20,0.03,0.23
916,1,44,7,27,7,68,7,37,7,0.54,0.19,0.16,0.00,0.00,0.00,44,19,17.70,17.00,0.65,0.87,3.77,5.34,0.90,17.76,0.73,1.00,6.00,1.73,0.16,0.70,0.22,0.03,0.24
702,1,59,5,37,5,103,6,52,6,0.50,0.12,0.08,0.08,0.08,0.20,59,18,16.97,17.10,0.57,0.85,4.11,5.81,0.88,16.74,0.71,0.92,10.08,2.25,0.21,0.64,0.12,0.04,0.15
577,1,46,7,26,7,92,7,41,7,0.45,0.17,0.15,0.29,0.57,0.53,46,17,15.71,16.27,0.50,0.84,3.39,4.80,0.85,12.81,0.63,0.86,5.14,1.60,0.15,0.48,0.17,0.07,0.24
631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,1,48,9,27,8,72,11,34,10,0.47,0.29,0.19,0.25,0.50,0.50,48,18,17.40,17.39,0.67,0.88,4.00,5.66,0.91,19.59,0.79,0.88,6.12,1.75,0.21,0.79,0.18,0.03,0.21
851,1,39,5,22,5,75,11,40,11,0.53,0.28,0.13,0.12,0.12,0.25,39,16,15.65,14.57,0.52,0.72,3.18,4.50,0.85,12.38,0.55,0.75,4.50,1.50,0.15,0.39,0.15,0.05,0.20
880,1,40,2,21,2,71,4,38,4,0.54,0.11,0.05,0.00,0.00,0.00,40,17,16.57,17.65,0.56,0.88,3.36,4.75,0.87,13.75,0.55,0.78,5.44,1.65,0.18,0.50,0.05,0.00,0.05
778,1,38,1,18,1,59,1,25,1,0.42,0.04,0.03,0.00,0.00,0.00,38,18,17.04,16.56,0.64,0.90,3.50,4.95,0.89,16.41,0.72,0.75,4.50,1.50,0.24,0.69,0.12,0.04,0.16
798,1,65,11,40,10,138,17,67,15,0.49,0.22,0.17,0.17,0.50,0.50,65,20,16.46,16.99,0.47,0.87,3.91,5.53,0.85,14.00,0.60,0.78,10.89,2.33,0.21,0.50,0.09,0.03,0.12
747,1,51,8,27,8,111,20,49,19,0.44,0.39,0.16,0.25,0.50,0.50,51,14,16.13,17.13,0.46,0.83,3.42,4.84,0.83,12.39,0.55,0.88,6.12,1.75,0.14,0.55,0.10,0.00,0.10
593,1,53,5,31,5,113,9,56,9,0.50,0.16,0.09,0.10,0.10,0.22,53,17,16.34,16.57,0.47,0.82,3.53,4.99,0.84,12.82,0.55,0.70,4.90,1.57,0.12,0.55,0.14,0.02,0.16
920,1,52,5,34,4,96,7,50,6,0.52,0.12,0.10,0.00,0.00,0.00,52,17,16.29,16.01,0.54,0.81,3.75,5.31,0.87,14.76,0.68,0.80,6.40,1.79,0.16,0.56,0.22,0.02,0.24
534,1,76,13,46,13,158,22,79,22,0.50,0.28,0.17,0.16,0.47,0.49,76,17,17.16,17.52,0.48,0.85,4.28,6.05,0.86,15.21,0.58,0.84,13.47,2.60,0.20,0.49,0.13,0.01,0.14
898,1,41,2,22,2,73,2,32,2,0.44,0.06,0.05,0.29,0.57,0.53,41,17,15.95,16.88,0.56,0.88,3.39,4.80,0.87,13.86,0.69,1.00,7.00,1.87,0.22,0.47,0.09,0.09,0.19
637,1,38,1,17,1,71,2,30,2,0.42,0.07,0.03,0.00,0.00,0.00,38,14,15.82,15.90,0.54,0.73,3.19,4.51,0.85,12.62,0.57,0.67,2.67,1.15,0.13,0.47,0.20,0.00,0.20
620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,1,43,2,24,2,64,2,32,2,0.50,0.06,0.05,0.17,0.17,0.29,43,17,16.90,17.20,0.67,0.88,3.80,5.38,0.90,18.89,0.75,1.00,6.00,1.73,0.19,0.53,0.25,0.03,0.28
501,1,26,2,15,2,34,2,16,2,0.47,0.12,0.08,0.00,0.00,0.00,26,17,16.71,17.20,0.76,0.85,3.15,4.46,0.92,20.13,0.94,1.00,3.00,1.22,0.19,0.89,0.19,0.06,0.25
671,1,51,6,32,6,90,8,42,8,0.47,0.19,0.12,0.12,0.12,0.25,51,17,15.91,16.26,0.57,0.84,3.80,5.38,0.87,15.48,0.76,1.00,8.00,2.00,0.19,0.68,0.14,0.00,0.14
767,1,48,7,29,7,95,10,47,10,0.49,0.21,0.15,0.08,0.08,0.20,48,17,16.30,16.31,0.51,0.85,3.48,4.92,0.85,13.19,0.62,0.67,5.33,1.63,0.17,0.50,0.19,0.00,0.19
601,1,58,3,31,3,104,4,47,4,0.45,0.09,0.05,0.09,0.09,0.21,58,18,17.26,17.53,0.56,0.90,4.02,5.69,0.87,16.04,0.66,0.82,7.36,1.92,0.19,0.65,0.11,0.04,0.15
780,1,68,8,44,8,137,10,60,10,0.44,0.17,0.12,0.00,0.00,0.00,68,19,16.62,16.53,0.50,0.83,4.11,5.81,0.86,15.01,0.73,0.92,11.08,2.35,0.20,0.67,0.20,0.02,0.22
864,1,51,3,30,3,105,3,49,3,0.47,0.06,0.06,0.00,0.00,0.00,51,14,16.49,16.65,0.49,0.78,3.52,4.98,0.84,13.03,0.61,0.73,5.82,1.71,0.16,0.67,0.16,0.00,0.16
693,1,56,3,32,3,109,4,50,4,0.46,0.08,0.05,0.00,0.00,0.00,56,17,16.66,16.97,0.51,0.84,3.79,5.36,0.86,14.35,0.64,0.69,6.23,1.77,0.18,0.61,0.12,0.02,0.14
744,1,54,10,32,10,86,20,45,20,0.52,0.44,0.19,0.12,0.12,0.25,54,19,17.16,18.03,0.63,0.89,4.12,5.82,0.90,18.52,0.71,0.88,6.12,1.75,0.16,0.54,0.18,0.07,0.24
508,1,50,3,29,3,83,4,44,4,0.53,0.09,0.06,0.10,0.10,0.22,50,15,17.05,16.98,0.60,0.81,3.88,5.49,0.89,16.73,0.66,0.90,8.10,2.01,0.20,0.59,0.18,0.02,0.20
815,1,64,7,36,6,167,12,69,11,0.41,0.16,0.11,0.15,0.31,0.39,64,15,15.03,14.56,0.38,0.74,3.50,4.95,0.81,11.86,0.52,0.85,9.31,2.16,0.16,0.38,0.16,0.01,0.17
629,1,32,4,19,4,49,6,22,6,0.45,0.27,0.12,0.00,0.00,0.00,32,17,16.62,17.30,0.65,0.88,3.23,4.57,0.89,15.44,0.86,1.00,3.00,1.22,0.14,0.91,0.23,0.05,0.27
867,1,74,10,42,10,136,12,59,12,0.43,0.20,0.14,0.00,0.00,0.00,74,16,16.81,17.14,0.54,0.84,4.49,6.35,0.88,17.22,0.71,0.86,10.29,2.27,0.20,0.64,0.15,0.03,0.19
893,1,52,6,31,6,91,6,45,6,0.49,0.13,0.12,0.00,0.00,0.00,52,18,16.19,16.89,0.57,0.88,3.85,5.45,0.88,15.79,0.69,0.82,7.36,1.92,0.20,0.58,0.11,0.04,0.16
535,1,64,7,42,7,117,17,76,17,0.65,0.22,0.11,0.00,0.00,0.00,64,18,17.09,17.17,0.55,0.87,4.18,5.92,0.87,16.33,0.55,0.80,9.60,2.19,0.16,0.41,0.16,0.04,0.20
573,1,41,5,24,5,63,6,31,5,0.49,0.16,0.12,0.00,0.00,0.00,41,18,16.93,17.36,0.65,0.88,3.65,5.17,0.90,17.35,0.77,0.88,6.12,1.75,0.23,0.73,0.13,0.06,0.19
539,1,33,1,17,1,52,1,24,1,0.46,0.04,0.03,0.00,0.00,0.00,33,16,16.28,16.64,0.63,0.85,3.24,4.58,0.88,14.91,0.71,0.67,2.67,1.15,0.17,0.69,0.12,0.04,0.17
912,1,43,3,21,3,77,6,38,6,0.49,0.16,0.07,0.08,0.08,0.20,43,19,16.85,16.88,0.56,0.85,3.47,4.90,0.87,14.07,0.55,0.58,4.08,1.43,0.18,0.50,0.16,0.00,0.16
728,1,43,4,24,3,113,7,51,6,0.45,0.12,0.09,0.10,0.10,0.22,43,15,15.06,14.98,0.38,0.78,2.86,4.05,0.80,10.05,0.47,0.60,3.60,1.34,0.12,0.48,0.14,0.00,0.14
771,1,64,5,36,5,133,8,61,8,0.46,0.13,0.08,0.00,0.00,0.00,64,18,16.62,16.46,0.48,0.84,3.92,5.55,0.85,14.20,0.59,0.69,6.23,1.77,0.15,0.59,0.11,0.02,0.13
857,1,49,3,31,3,79,3,39,3,0.49,0.08,0.06,0.18,0.36,0.43,49,17,16.87,16.09,0.62,0.78,3.90,5.51,0.89,17.36,0.79,1.00,11.00,2.35,0.28,0.69,0.23,0.00,0.23
895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,1,45,9,29,7,111,25,56,21,0.50,0.38,0.20,0.00,0.00,0.00,45,16,15.52,16.84,0.41,0.82,3.02,4.27,0.81,10.67,0.52,0.86,5.14,1.60,0.11,0.46,0.11,0.00,0.11
743,1,59,9,34,9,114,17,54,17,0.47,0.31,0.15,0.12,0.25,0.35,59,18,17.08,17.40,0.52,0.90,3.91,5.53,0.86,14.79,0.63,0.81,10.56,2.30,0.24,0.50,0.13,0.00,0.13
841,1,40,6,23,4,69,7,37,5,0.54,0.14,0.15,0.09,0.09,0.21,40,17,16.33,16.22,0.58,0.85,3.41,4.82,0.87,14.28,0.62,0.73,5.82,1.71,0.22,0.53,0.11,0.08,0.19
792,1,74,7,44,6,141,8,61,7,0.43,0.11,0.09,0.13,0.27,0.37,74,16,17.11,16.99,0.52,0.84,4.41,6.23,0.87,16.50,0.72,0.93,13.07,2.56,0.23,0.67,0.15,0.03,0.18
729,1,37,3,19,3,75,7,38,7,0.51,0.18,0.08,0.17,0.17,0.29,37,16,15.28,15.48,0.49,0.80,3.02,4.27,0.84,11.46,0.50,0.83,4.17,1.44,0.13,0.33,0.11,0.03,0.13
515,1,39,6,22,6,83,13,43,13,0.52,0.30,0.15,0.25,0.50,0.50,39,16,15.92,15.46,0.47,0.79,3.03,4.28,0.83,11.23,0.51,0.62,3.12,1.25,0.12,0.48,0.14,0.02,0.16
603,1,21,3,11,3,29,3,14,3,0.48,0.21,0.14,0.25,0.25,0.35,21,15,15.94,14.77,0.72,0.75,2.76,3.90,0.90,15.26,0.79,1.00,4.00,1.41,0.29,0.67,0.21,0.00,0.21
618,1,47,6,27,6,94,7,44,7,0.47,0.16,0.13,0.25,0.25,0.35,47,16,16.53,17.56,0.50,0.86,3.43,4.85,0.85,12.93,0.61,1.00,4.00,1.41,0.09,0.58,0.16,0.05,0.20
568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,1,64,6,43,6,136,10,65,10,0.48,0.15,0.09,0.05,0.05,0.15,64,17,16.19,17.29,0.47,0.86,3.88,5.49,0.85,13.91,0.66,0.86,15.43,2.78,0.28,0.50,0.11,0.02,0.12
686,1,45,8,28,7,63,10,35,9,0.56,0.26,0.18,0.12,0.12,0.25,45,19,17.64,17.77,0.71,0.93,4.01,5.67,0.92,22.16,0.80,0.88,6.12,1.75,0.20,0.67,0.20,0.06,0.26
774,1,51,9,30,9,101,13,55,13,0.54,0.24,0.18,0.09,0.09,0.21,51,18,16.19,16.40,0.50,0.81,3.59,5.07,0.85,13.54,0.55,0.91,9.09,2.13,0.18,0.48,0.09,0.02,0.11
586,1,63,5,37,5,132,7,64,7,0.48,0.11,0.08,0.08,0.08,0.20,63,19,15.90,15.70,0.48,0.80,3.88,5.48,0.85,14.00,0.58,0.69,6.23,1.77,0.14,0.56,0.12,0.02,0.14
765,1,2,1,2,1,2,1,2,1,1.00,0.50,0.50,0,0,0,2,2,2,2,1.00,1.00,1.00,1.41,1.00,NaN,1.00,0,0,0,0.00,1.00,0.00,0.00,0.00
554,1,84,10,50,10,207,11,94,11,0.45,0.12,0.12,0.14,0.41,0.45,84,18,16.12,15.74,0.41,0.81,4.13,5.84,0.83,13.69,0.53,0.77,13.14,2.56,0.18,0.49,0.11,0.01,0.12
