SubjectCode	Gender	Track	Natio1	TrackNatio1	DropOut	DropOutBinary	SchoolMean	SchoolDutch	SchoolEnglish	CoursesOutsideProgramme	Exemption	PassedBSA	Course1_Grade	Course2_Grade	Course3_Grade	Course4_Grade	Course5_Grade	Course6_Grade	Course7_Grade	Course8_Grade	Course9_Grade	Course10_Grade	Course11_Grade	Course12_Grade	Course13_Grade	Course1_EC_Worth	Course2_EC_Worth	Course3_EC_Worth	Course4_EC_Worth	Course5_EC_Worth	Course6_EC_Worth	Course7_EC_Worth	Course8_EC_Worth	Course9_EC_Worth	Course10_EC_Worth	Course11_EC_Worth	Course12_EC_Worth	Course13_EC_Worth
526	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	4.5	NA	5	NA	4.5	NA	6	1	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
527	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7	7.5	6.5	7.5	7	6.5	9	7	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
528	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	1.5	NA	4	NA	NA	NA	4.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
529	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	8	6.5	10	4	9	6.5	7	NA	7	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
531	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	6	6	8	8	6.5	7.5	4	7	3	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
532	V	EN	NL	NL_in_EN	No	0	7.08	7	7	0	0	Yes	8	7	7	7	7	7	8	8	7	7	6	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
534	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	6.5	7	10	7.5	7.5	7.5	7.5	7	7	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
535	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8.5	7.5	8	9	6.5	8	7.5	7.5	7	8	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
536	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	7.5	6.5	7	7.5	7	9	7.5	7	8	8	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
538	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	4.5	4	4	NA	6	NA	4	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
539	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	8	8	7	9.5	7	7	7.5	7.5	7	6.5	6	9	5	5	6	3	3	3	4	6	6	1	6	6	6
542	V	EN	NL	NL_in_EN	AfterYear1	1	6.43	6	7	0	0	No	2.5	NA	4	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
543	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	6.5	7	4.5	8	7.5	7	5	7.5	7	3.5	7.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
544	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	9.5	8.5	7	10	7.5	8	7.5	8.5	7	6.5	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
545	V	EN	NL	NL_in_EN	No	0	6.45	6	8	0	0	Yes	6.5	7.5	7.5	5	7	4	6.5	8.5	7.5	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
546	V	EN	NL	NL_in_EN	No	0	6.85	7	8	0	0	Yes	6	6.5	4	6.5	8.5	7	7.5	7.5	7	NA	6.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
547	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	2.5	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
548	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	9.5	5	8	10	8	8.5	8.5	7	7	6	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
549	V	EN	DU	DU_in_EN	No	0				0	1	No	6	6	5	4.5	5	NA	7	NA	7.5	7	5	6.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
550	V	EN	NL	NL_in_EN	DuringYear1	1	7.18	7	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
551	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7.5	8	6	8	7.5	8.5	8	7.5	7	6	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
552	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	8	7.5	7.5	6	7	7.5	7.5	6.5	7	NA	6	7.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
554	V	EN	NL	NL_in_EN	No	0	6.75	6	7	0	0	Yes	7.5	6	7	7	6.5	7	6.5	7	7	7	6	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
555	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	7.5	9	7.5	9.5	6.5	8	7.5	8	7	8	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
556	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6	6.5	7	4	6	7.5	7	5	4	7	3.5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
557	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	4	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
558	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	7	9	7	7	7.5	6.5	8	7	6.5	7	7	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
559	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	9	8.5	6	6	7.5	7.5	8	8.5	7	7	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
561	V	EN	NL	NL_in_EN	No	0	6.67	6	7	0	0	No	6	2.5	5	3	4.5	NA	5	7.5	7	7	4.5	4.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
562	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	1.5	6.5	4	7.5	4	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
563	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	6.5	7	6	6.5	6.5	7.5	7	4	7	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
564	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	9	6.5	7	6.5	8	7.5	8	7	6	6	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
565	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	6.5	7	6	6	7	7	7	6.5	7	7	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
566	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	6.5	5	6	6.5	8	8.5	7	7.5	7	5	4.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
567	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
568	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8	8	6	7.5	6.5	7	7	7.5	7	7	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
569	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	5	2.5	4	3.5	3	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
571	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	7	7	6	7.5	8	6	7	7.5	7	6	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
572	V	EN	NL	NL_in_EN	No	0	7.45	7	8	0	0	Yes	6.5	8.5	9.5	7	9.5	8	8.5	8.5	8	7	6	9	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
573	V	EN	NL	NL_in_EN	No	0	6.25	6	7	0	0	Yes	6	8	7.5	6	9	7.5	6.5	7	7.5	7	7.5	7	6	5	5	6	3	3	3	4	6	6	1	6	6	6
574	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	7	6	7.5	5	7.5	5	7	5	4	7	4.5	4	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
575	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	7.5	7	4	6.5	6	8.5	7	6.5	6	7	6.5	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
576	V	EN	NL	NL_in_EN	No	0	7.17	7	6	0	0	Yes	6.5	6	5	8	7	6	6.5	7	7	7	6	6.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
577	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8	8	6.5	7	5	8	7	7	7	7	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
578	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	9	8	6	8	7.5	8.5	9	8.5	7	7.5	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
579	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
581	V	EN	NL	NL_in_EN	No	0	6.83	6	7	0	0	Yes	7.5	8	7.5	7.5	8	7.5	9.5	8.5	7.5	7	6	8	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
582	V	EN	DU	DU_in_EN	No	0				0	0	Yes	5	6	7	4	7.5	6.5	6	8	7.5	7	6.5	6.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
583	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	7	8	6	8	7	9	7.5	7	7	7	5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
584	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
585	M	EN	DU	DU_in_EN	No	0				0	0	Yes	9	9.5	8.5	7.5	7.5	7	9	8	8.5	7	9	8.5	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6
586	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	7.5	8	7	8	7	7.5	8.5	7.5	7	6.5	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
587	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	6.5	8	6	7	7	6.5	7.5	8	7	6	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
588	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	6	4	6	7	6	7	8	7	7	3	5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
589	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7.5	7.5	6.5	8	7	8	8.5	8	7	7	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
590	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7	7	6.5	8.5	7	6	8.5	4	7	7	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
591	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	8	8	6	8.5	8.5	7.5	8	7.5	7	7	6	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
592	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	6	7.5	5	7	7.5	7.5	7.5	7	6.5	7	4.5	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
593	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	7.5	7	6	10	4	7.5	8	4	7	6	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
594	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	8	7.5	7.5	9.5	7	8.5	9.5	7.5	7	7.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
596	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8.5	7	7	10	7.5	7	8.5	7	7	7.5	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
597	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	7	6	4	7	5	NA	6.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
598	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	7.5	NA	4	NA	NA	NA	7.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
600	V	EN	DU	DU_in_EN	No	0				0	0	No	5	6	6	3.5	6.5	7.5	3	3	4	7	4.5	4	6	5	5	6	3	3	3	4	6	6	1	6	6	6
601	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	6.5	7.5	6	8	7.5	7	8.5	7.5	7	6.5	9	8	5	5	6	3	3	3	4	6	6	1	6	6	6
602	M	EN	NL	NL_in_EN	No	0	7.00	7	9	0	0	Yes	8	8	5	6.5	6	8	6.5	7	7	7	6	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
603	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	4.5	6.5	7	4.5	6.5	5	3.5	6.5	4	7	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6
604	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	4	4	4	NA	2.5	NA	3	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
605	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	9	7.5	8.5	9	8	8	8	7.5	7	7	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
606	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	8.5	6	7	6	6.5	7	6	7.5	6.5	7	5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6
607	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8.5	7	7	7	7	6	9	7.5	7	7	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
608	V	EN	NL	NL_in_EN	No	0	6.64	6	8	0	0	Yes	8	7.5	6.5	4	6	7.5	7	8	6.5	7	4.5	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6
609	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	4.5	7.5	5	6.5	6.5	8	8.5	7.5	7	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
610	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	9	8	8	10	7	9.5	9	7	7	7	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
611	M	EN	NL	NL_in_EN	No	0	7.50	7	9	0	0	Yes	8.5	9	8.5	8	10	8.5	9	9	7.5	7	8.5	9	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
612	M	EN	NL	NL_in_EN	No	0	6.36	6	8	0	0	Yes	7	6.5	7	7.5	7.5	6	8.5	6.5	7	NA	6	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6
613	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	8	7.5	7	6	8.5	7.5	9	9	6.5	7	7.5	8.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
614	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	6	9	7	7.5	9	7.5	6	9	7	7	7	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
616	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	7.5	7.5	2.5	7.5	8	6.5	8	7	7	6.5	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
617	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	8.5	9	7.5	7.5	8	9	9	8.5	7	7.5	7	9	5	5	6	3	3	3	4	6	6	1	6	6	6
618	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	6.5	8.5	6	8	8	6.5	7	7.5	6.5	7	7.5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
620	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	8	6	7	7	8.5	7.5	7.5	7	6	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
621	M	EN	DU	DU_in_EN	No	0				0	0	Yes	8	9.5	7.5	7.5	10	7.5	8.5	9	4	7	9	9	9	5	5	6	3	3	3	4	6	6	1	6	6	6
622	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	7	7	6.5	8.5	8	7.5	4	6.5	7	7	3.5	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
624	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	6	6.5	6.5	7	6.5	6	7.5	7	7	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
625	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	10	8	8.5	10	6.5	8.5	9.5	8.5	7	9.5	8.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6
626	V	EN	NL	NL_in_EN	DuringYear1	1	6.50	7	7	0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
628	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7	6	6	7.5	7	6	7.5	7	7	6	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
629	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	6	2.5	4	NA	2.5	NA	3.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
630	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	9	7	8.5	10	7.5	8.5	8	6.5	7	7	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
631	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6	6	5	4.5	7	NA	5	1	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
632	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	7	6.5	9	7.5	6.5	7.5	4	NA	3	6	9	5	5	6	3	3	3	4	6	6	1	6	6	6
633	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	8	7.5	7.5	8.5	8	9.5	9	7	7	9	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
634	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8.5	7.5	6.5	8	8.5	7.5	8	8	7	6.5	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
635	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	7	7.5	5	7.5	9	6.5	3.5	7.5	7	4.5	7	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
636	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	4.5	5	6	6	6.5	7	7	6.5	7	6	4.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
637	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8.5	4	8	10	5	7.5	6.5	4	NA	6.5	7	9	5	5	6	3	3	3	4	6	6	1	6	6	6
639	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	8.5	7	7	8.5	7.5	6.5	9	7	7	7	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
640	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	6.5	7.5	7.5	6	7	9	8	8.5	7	6	6	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
641	V	EN	DU	DU_in_EN	No	0				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
642	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	6.5	6	8	6	7	6.5	6	2	7	7	5	4.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
643	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	7	7.5	5	8	8	8	7	7	7	3	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
644	V	EN	NL	NL_in_EN	No	0	7.58	7	9	0	0	Yes	7	7	8	7.5	9	6.5	6	8.5	7.5	7	6	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
646	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	7	6	8	8	7	7.5	8	7	7	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
647	M	EN	NL	NL_in_EN	No	0	6.83	6	8	0	0	Yes	8.5	9.5	7	8	10	7.5	7.5	7.5	7	7	8	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6
648	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6	9	NA	6.5	7	8	6	8	6.5	7	5	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
651	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	7.5	7.5	7.5	10	7.5	8.5	9	7.5	7	7	9	9	5	5	6	3	3	3	4	6	6	1	6	6	6
652	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	7.5	7.5	6.5	6	6.5	7.5	7.5	7	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
653	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7.5	7	4.5	8.5	8	6.5	7.5	7.5	7	8	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
654	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	8	4	6.5	8	6	6	6.5	7	7	6.5	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
656	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6.5	7.5	5	6	8	5	7.5	8.5	4	NA	6	NA	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
657	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	2.5	3.5	5	2.5	6	NA	2.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
659	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7.5	7.5	7.5	6	8.5	6.5	8	7.5	7	8.5	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
660	V	EN	DU	DU_in_EN	No	0				0	0	Yes	9	9.5	8.5	6.5	9.5	6.5	8.5	9.5	7	7	7.5	8	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
661	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6	7	4	5	8	3.5	6	2	NA	NA	2.5	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
662	M	EN	NL	NL_in_EN	No	0	6.56	6	7	0	0	Yes	6	6	4	6	6	6.5	6	7.5	6.5	7	5	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
663	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6	9	8	6.5	6.5	8.5	7	7.5	7.5	7	6.5	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
664	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	9.5	8	8	9	7.5	9	9	7.5	7	6.5	9	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6
665	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7	8	7.5	6.5	8	7	8.5	8	6.5	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
666	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	3.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
667	M	EN	DU	DU_in_EN	No	0				0	0	Yes	8	7.5	4	5	8	7	7.5	8.5	4	7	7	6.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
668	M	EN	DU	DU_in_EN	No	0				0	0	No	5	7	6.5	6	6	4	5	5	4	7	8	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
670	M	EN	DU	DU_in_EN	No	0				0	0	No	7.5	6	8	6	6.5	4	6	2	7.5	7	4.5	5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6
671	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	9	8.5	8	8	7	8.5	8.5	7.5	7	7	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
672	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
673	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	3	NA	4	NA	NA	NA	3.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
674	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	5	6	4	3	4.5	NA	6.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
675	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	7.5	8	3	8	4	7	7.5	7	7	6.5	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
677	M	EN	DU	DU_in_EN	No	0				0	0	Yes	8.5	7.5	6.5	6	6	7.5	7.5	6.5	6.5	7	6.5	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6
678	V	EN	DU	DU_in_EN	No	0				0	0	Yes	8	8	7.5	7	8	6	7.5	8	7	7	7.5	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
680	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	8	7.5	8	7.5	7.5	7.5	7.5	7	7	6	9	5	5	6	3	3	3	4	6	6	1	6	6	6
681	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
682	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	7	6.5	6	8	7.5	5	5	7	7	6.5	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
683	M	EN	DU	DU_in_EN	AfterYear1	1				0	0	No	6.5	7	NA	5	NA	NA	5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
684	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6	8	8	7	7	6.5	8	8	8	7	6.5	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
685	V	EN	DU	DU_in_EN	No	0				0	0	Yes	7.5	8	8.5	6.5	6.5	7.5	8.5	8.5	8	7	6.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6
686	M	EN	DU	DU_in_EN	No	0				0	0	Yes	7	6	4	4.5	9.5	7.5	7	5	7.5	7	6.5	6.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6
687	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	7	8.5	7.5	7	9.5	7.5	8	8.5	7.5	7	7	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6
688	M	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	9	7.5	8.5	9	7.5	7.5	8	7	7	8	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6
689	V	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	5	2.5	4	2	6	NA	6	NA	NA	7	4	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
690	M	EN	DU	DU_in_EN	DuringYear1	1				0	0	No	2.5	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6
691	V	EN	DU	DU_in_EN	No	0				0	0	Yes	6.5	9	8.5	6	8	8	7.5	9	8	7	6	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6
692	V	EN	DU	DU_in_EN	AfterYear1	1				0	0	Yes	6	8	5	6.5	6	7	7	6.5	7.5	7	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6
