"SubjectCode"	"Gender"	"Track"	"Nationality"	"Group"	"DropOut"	"DropOutBinary"	"SchoolMean"	"SchoolDutch"	"SchoolEnglish"	"CoursesOutsideProgramme"	"Exemption"	"PassedBSA"	"EC_Obtained"	"Weighted_Grade"	"EC_Taken"	"Mean_Grade"	"LD"	"LS"	"LV"	"Course1_Grade"	"Course2_Grade"	"Course3_Grade"	"Course4_Grade"	"Course5_Grade"	"Course6_Grade"	"Course7_Grade"	"Course8_Grade"	"Course9_Grade"	"Course10_Grade"	"Course11_Grade"	"Course12_Grade"	"Course13_Grade"	"Course1_EC_Worth"	"Course2_EC_Worth"	"Course3_EC_Worth"	"Course4_EC_Worth"	"Course5_EC_Worth"	"Course6_EC_Worth"	"Course7_EC_Worth"	"Course8_EC_Worth"	"Course9_EC_Worth"	"Course10_EC_Worth"	"Course11_EC_Worth"	"Course12_EC_Worth"	"Course13_EC_Worth"	"Course1_EC_Obtained"	"Course2_EC_Obtained"	"Course3_EC_Obtained"	"Course4_EC_Obtained"	"Course5_EC_Obtained"	"Course6_EC_Obtained"	"Course7_EC_Obtained"	"Course8_EC_Obtained"	"Course9_EC_Obtained"	"Course10_EC_Obtained"	"Course11_EC_Obtained"	"Course12_EC_Obtained"	"Course13_EC_Obtained"	"Course1_Weighted"	"Course2_Weighted"	"Course3_Weighted"	"Course4_Weighted"	"Course5_Weighted"	"Course6_Weighted"	"Course7_Weighted"	"Course8_Weighted"	"Course9_Weighted"	"Course10_Weighted"	"Course11_Weighted"	"Course12_Weighted"	"Course13_Weighted"	"Course1_Passed"	"Course2_Passed"	"Course3_Passed"	"Course4_Passed"	"Course5_Passed"	"Course6_Passed"	"Course7_Passed"	"Course8_Passed"	"Course9_Passed"	"Course10_Passed"	"Course11_Passed"	"Course12_Passed"	"Course13_Passed"
243	"M"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	48	364	60	6.06666666666667	0.496666666666667	0.34	16.4733333333333	6.5	7	5	6	8	6.5	6	6.5	4	7	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	0	1	6	6	6	32.5	35	30	18	24	19.5	24	39	24	7	36	36	39	1	1	0	1	1	1	1	1	0	1	1	1	1
244	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	42	339	48	7.0625	NA	NA	NA	6	9	7.5	7.5	7.5	7	8	7	4	7	8	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	0	1	6	0	0	30	45	45	22.5	22.5	21	32	42	24	7	48	0	0	1	1	1	1	1	1	1	1	0	1	1	0	0
245	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.55	6	8	0	0	"Yes"	45	377.5	54	6.99074074074074	NA	NA	NA	7.5	7	8.5	6	6	4	8.5	9	4	7	NA	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	0	4	6	0	1	0	6	6	37.5	35	51	18	18	12	34	54	24	7	0	42	45	1	1	1	1	1	0	1	1	0	1	0	1	1
246	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.1	7	7	0	0	"Yes"	60	435	60	7.25	0.52	0.133333333333333	17.4333333333333	6.5	6.5	7	7.5	7	8.5	7.5	8	7.5	7	7	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	32.5	42	22.5	21	25.5	30	48	45	7	42	39	48	1	1	1	1	1	1	1	1	1	1	1	1	1
247	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6	6	6	0	0	"Yes"	44	356	59	6.03389830508475	NA	NA	NA	9.5	6	4	1.5	6.5	7.5	7	7.5	4	NA	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	0	3	3	4	6	0	0	6	6	6	47.5	30	24	4.5	19.5	22.5	28	45	24	0	36	36	39	1	1	0	0	1	1	1	1	0	0	1	1	1
248	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	438.5	60	7.30833333333333	0.546666666666667	0.156666666666667	16.94	7	7	8.5	7	9.5	7	7.5	8	7.5	7	6.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	35	51	21	28.5	21	30	48	45	7	39	36	42	1	1	1	1	1	1	1	1	1	1	1	1	1
249	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.58	6	7	0	0	"Yes"	53	440	59	7.45762711864407	0.573333333333333	0.19	17.4966666666667	8	8.5	5	8.5	9.5	6.5	8	8.5	7	NA	6.5	7.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	0	6	6	6	40	42.5	30	25.5	28.5	19.5	32	51	42	0	39	45	45	1	1	0	1	1	1	1	1	1	0	1	1	1
250	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
251	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.45	7	5	0	0	"Yes"	60	456.5	60	7.60833333333333	0.533333333333333	0.133333333333333	16.95	6.5	8.5	6.5	8	7	7.5	8.5	9	8	7	6	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	42.5	39	24	21	22.5	34	54	48	7	36	45	51	1	1	1	1	1	1	1	1	1	1	1	1	1
252	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	386	60	6.43333333333333	0.45	0.16	17.69	6	6.5	6.5	6.5	7.5	8.5	6	6.5	6.5	7	6	5	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	0	6	30	32.5	39	19.5	22.5	25.5	24	39	39	7	36	30	42	1	1	1	1	1	1	1	1	1	1	1	0	1
253	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.64	7	8	0	0	"Yes"	57	448	60	7.46666666666667	0.533333333333333	0.21	18.01	7.5	6.5	7.5	6.5	9.5	5	8	8.5	7	7	7.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	0	4	6	6	1	6	6	6	37.5	32.5	45	19.5	28.5	15	32	51	42	7	45	42	51	1	1	1	1	1	0	1	1	1	1	1	1	1
254	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.4	6	7	0	0	"No"	40	374	60	6.23333333333333	0.553333333333333	0.12	17.67	5	7	5	6.5	6.5	5	8.5	7.5	4	7	7	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	0	3	3	0	4	6	0	1	6	6	6	25	35	30	19.5	19.5	15	34	45	24	7	42	36	42	0	1	0	1	1	0	1	1	0	1	1	1	1
255	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	45	376.5	60	6.275	NA	NA	NA	6	8	4	4.5	7	8	7	6	7	7	5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	0	3	3	4	6	6	1	0	6	6	30	40	24	13.5	21	24	28	36	42	7	30	36	45	1	1	0	0	1	1	1	1	1	1	0	1	1
256	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.42	7	6	0	0	"Yes"	60	477	60	7.95	0.52	0.153333333333333	17.6	6.5	8.5	7.5	7.5	9	8.5	8	9.5	7.5	7	7	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	42.5	45	22.5	27	25.5	32	57	45	7	42	51	48	1	1	1	1	1	1	1	1	1	1	1	1	1
257	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	464.5	60	7.74166666666667	NA	NA	NA	7	9	6.5	6.5	8	7	8.5	8	7	7	8	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	45	39	19.5	24	21	34	48	42	7	48	51	51	1	1	1	1	1	1	1	1	1	1	1	1	1
258	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.58	6	6	0	0	"Yes"	54	396.5	60	6.60833333333333	0.513333333333333	0.246666666666667	16.03	7	6.5	7	6	6	7	7	8.5	4	7	6	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	0	1	6	6	6	35	32.5	42	18	18	21	28	51	24	7	36	39	45	1	1	1	1	1	1	1	1	0	1	1	1	1
259	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"DuringYear1"	1	6.27	7	6	0	0	"No"	0	99.5	22	4.52272727272727	NA	NA	NA	5	5	4	4.5	4	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	25	25	24	13.5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
260	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7	7	8	0	0	"Yes"	54	440.5	60	7.34166666666667	0.53	0.253333333333333	17.8666666666667	7	7.5	5	7	7.5	8.5	7	8.5	6.5	7	8	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	35	37.5	30	21	22.5	25.5	28	51	39	7	48	48	48	1	1	0	1	1	1	1	1	1	1	1	1	1
261	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.18	7	7	0	0	"Yes"	60	462.5	60	7.70833333333333	0.506666666666667	0.176666666666667	16.8733333333333	7.5	8.5	7	9	7.5	7	8	9	6.5	7	8	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	42.5	42	27	22.5	21	32	54	39	7	48	39	51	1	1	1	1	1	1	1	1	1	1	1	1	1
263	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.36	7	8	0	0	"Yes"	60	455.5	60	7.59166666666667	0.54	0.166666666666667	17.6633333333333	6.5	8	7.5	6.5	8.5	7	8.5	9	7	7	7	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	40	45	19.5	25.5	21	34	54	42	7	42	45	48	1	1	1	1	1	1	1	1	1	1	1	1	1
264	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.42	6	7	0	0	"Yes"	60	476	60	7.93333333333333	0.49	0.196666666666667	17.5366666666667	8	8	8	6.5	9.5	8	8	8.5	7	7	7.5	7.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	40	40	48	19.5	28.5	24	32	51	42	7	45	45	54	1	1	1	1	1	1	1	1	1	1	1	1	1
265	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.55	5	6	0	0	"Yes"	57	452.5	60	7.54166666666667	0.53	0.15	17.6066666666667	6.5	9	7	4	8.5	6.5	8	9	6.5	7	7.5	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	0	3	3	4	6	6	1	6	6	6	32.5	45	42	12	25.5	19.5	32	54	39	7	45	51	48	1	1	1	0	1	1	1	1	1	1	1	1	1
266	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.11	6	5	0	0	"Yes"	60	418	60	6.96666666666667	0.57	0.173333333333333	16.9133333333333	8	6	7	6.5	6	6.5	8	8	7.5	7	6.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	40	30	42	19.5	18	19.5	32	48	45	7	39	36	42	1	1	1	1	1	1	1	1	1	1	1	1	1
267	"M"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	80	20	4	NA	NA	NA	4.5	3.5	4	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	22.5	17.5	24	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"No"	36	347.5	60	5.79166666666667	NA	NA	NA	7.5	6	5	6	6.5	6.5	6	6.5	4	7	5	5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	0	1	0	0	6	37.5	30	30	18	19.5	19.5	24	39	24	7	30	30	39	1	1	0	1	1	1	1	1	0	1	0	0	1
269	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	525.5	60	8.75833333333333	NA	NA	NA	8.5	9.5	8	8.5	8.5	6.5	10	9	7.5	7	9.5	9.5	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	42.5	47.5	48	25.5	25.5	19.5	40	54	45	7	57	57	57	1	1	1	1	1	1	1	1	1	1	1	1	1
270	"M"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	9	54	9	6	NA	NA	NA	6	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	5	0	0	0	0	0	4	0	0	0	0	0	0	30	0	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
271	"V"	"Dutch"	"German"	"German in Dutch track"	"AfterYear1"	1	NA	NA	NA	0	0	"No"	8	112.5	29	3.87931034482759	NA	NA	NA	2.5	6	5	NA	6	NA	4	1	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	0	0	3	0	0	0	0	0	0	0	0	12.5	30	30	0	18	0	16	6	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
272	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	414.5	60	6.90833333333333	0.52	0.186666666666667	17.4933333333333	9	8	5	7	7	6.5	7.5	7	6.5	7	6	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	45	40	30	21	21	19.5	30	42	39	7	36	42	42	1	1	0	1	1	1	1	1	1	1	1	1	1
273	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.67	6	8	0	0	"Yes"	60	430.5	60	7.175	0.513333333333333	0.173333333333333	18.2766666666667	6	8.5	7	7	6.5	6.5	7.5	8.5	7	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	42.5	42	21	19.5	19.5	30	51	42	7	36	42	48	1	1	1	1	1	1	1	1	1	1	1	1	1
274	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	407.5	60	6.79166666666667	0.52	0.203333333333333	18.0833333333333	7.5	8.5	5	6.5	7.5	6.5	7	6.5	7.5	7	6	6.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	37.5	42.5	30	19.5	22.5	19.5	28	39	45	7	36	39	42	1	1	0	1	1	1	1	1	1	1	1	1	1
275	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	460.5	60	7.675	0.53	0.173333333333333	17.5166666666667	6.5	6.5	7	7	9.5	7	9	9	7	7	7.5	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	32.5	42	21	28.5	21	36	54	42	7	45	51	48	1	1	1	1	1	1	1	1	1	1	1	1	1
276	"M"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	414	60	6.9	0.496666666666667	0.133333333333333	17.6533333333333	6.5	8	6.5	7.5	6.5	6.5	6	6.5	7	7	7	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	40	39	22.5	19.5	19.5	24	39	42	7	42	39	48	1	1	1	1	1	1	1	1	1	1	1	1	1
277	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.7	7	6	0	0	"Yes"	60	472.5	60	7.875	0.533333333333333	0.21	15.9133333333333	6.5	9	7.5	7.5	9.5	7	8.5	8	7	7	8.5	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	45	45	22.5	28.5	21	34	48	42	7	51	48	48	1	1	1	1	1	1	1	1	1	1	1	1	1
278	"M"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	57	391	60	6.51666666666667	0.543333333333333	0.153333333333333	16.6666666666667	6	6	6.5	4.5	6.5	6	6	7	7	7	6	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	0	3	3	4	6	6	1	6	6	6	30	30	39	13.5	19.5	18	24	42	42	7	36	39	51	1	1	1	0	1	1	1	1	1	1	1	1	1
279	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7	7	6	0	0	"Yes"	55	399	60	6.65	0.596666666666667	0.193333333333333	16.0966666666667	6	5	7.5	6	7.5	7.5	7	8	7	7	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	0	6	3	3	3	4	6	6	1	6	6	6	30	25	45	18	22.5	22.5	28	48	42	7	36	36	39	1	0	1	1	1	1	1	1	1	1	1	1	1
280	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"No"	39	339.5	60	5.65833333333333	NA	NA	NA	6.5	6	6	5	7	7	6	5	4	7	3.5	6.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	0	3	3	4	0	0	1	0	6	6	32.5	30	36	15	21	21	24	30	24	7	21	39	39	1	1	1	0	1	1	1	0	0	1	0	1	1
281	"M"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	57	388.5	60	6.475	0.523333333333333	0.146666666666667	17.5633333333333	6	6	6.5	6	7.5	4	6.5	7	7	7	6.5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	0	4	6	6	1	6	6	6	30	30	39	18	22.5	12	26	42	42	7	39	36	45	1	1	1	1	1	0	1	1	1	1	1	1	1
282	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.18	6	7	0	0	"Yes"	54	448	60	7.46666666666667	0.523333333333333	0.246666666666667	16.9966666666667	7.5	9	7.5	8.5	6	7	7.5	8	7	7	4.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	0	6	6	37.5	45	45	25.5	18	21	30	48	42	7	27	48	54	1	1	1	1	1	1	1	1	1	1	0	1	1
283	"V"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
284	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.36	7	8	0	0	"No"	35	332	59	5.6271186440678	NA	NA	NA	6.5	7	5	6	6.5	7	6.5	6.5	4	NA	3.5	5	6	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	0	0	0	0	6	32.5	35	30	18	19.5	21	26	39	24	0	21	30	36	1	1	0	1	1	1	1	1	0	0	0	0	1
285	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.67	6	6	0	0	"Yes"	49	393	60	6.55	0.533333333333333	0.166666666666667	17.35	5	7	6	6.5	6	7.5	9.5	7.5	7	7	5	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	6	3	3	3	4	6	6	1	0	6	6	25	35	36	19.5	18	22.5	38	45	42	7	30	36	39	0	1	1	1	1	1	1	1	1	1	0	1	1
286	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"DuringYear1"	1	6.57	6	8	0	0	"No"	0	20	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
287	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.7	7	8	0	0	"Yes"	54	409.5	60	6.825	0.59	0.21	18.8266666666667	6	7.5	5	7.5	6.5	7	6.5	7.5	7.5	7	6	7	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	30	37.5	30	22.5	19.5	21	26	45	45	7	36	42	48	1	1	0	1	1	1	1	1	1	1	1	1	1
288	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.4	5	6	0	0	"Yes"	60	443.5	60	7.39166666666667	NA	NA	NA	6.5	7	7.5	7	8	7	7.5	8.5	7.5	7	7.5	7	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	35	45	21	24	21	30	51	45	7	45	42	45	1	1	1	1	1	1	1	1	1	1	1	1	1
289	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.36	6	8	0	0	"Yes"	45	368	60	6.13333333333333	NA	NA	NA	6.5	6	7	4	6	7.5	7.5	7	4	7	5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	0	3	3	4	6	0	1	0	6	6	32.5	30	42	12	18	22.5	30	42	24	7	30	36	42	1	1	1	0	1	1	1	1	0	1	0	1	1
290	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.31	7	8	0	0	"Yes"	54	428.5	60	7.14166666666667	0.563333333333333	0.19	17.3433333333333	7	7.5	8	7.5	8.5	7	7	8.5	4	7	6.5	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	0	1	6	6	6	35	37.5	48	22.5	25.5	21	28	51	24	7	39	39	51	1	1	1	1	1	1	1	1	0	1	1	1	1
291	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.92	6	7	0	0	"Yes"	60	495	60	8.25	0.5	0.11	17.7366666666667	8	9	8	8.5	8.5	8	8.5	9.5	7	7	7.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	40	45	48	25.5	25.5	24	34	57	42	7	45	48	54	1	1	1	1	1	1	1	1	1	1	1	1	1
292	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	7	7	7	0	0	"Yes"	60	450	60	7.5	0.516666666666667	0.173333333333333	17.05	7	8	7	7.5	7	7.5	8	7.5	7.5	7	7	7.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	40	42	22.5	21	22.5	32	45	45	7	42	45	51	1	1	1	1	1	1	1	1	1	1	1	1	1
293	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.64	7	7	0	0	"Yes"	60	447	60	7.45	0.546666666666667	0.21	17.2266666666667	6	7	8.5	7.5	7.5	7	7.5	8	7	7	8.5	6	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	35	51	22.5	22.5	21	30	48	42	7	51	36	51	1	1	1	1	1	1	1	1	1	1	1	1	1
294	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.64	6	6	0	0	"Yes"	60	439.5	60	7.325	NA	NA	NA	6	8	7	7.5	7.5	7.5	7	8	7	7	7	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	40	42	22.5	22.5	22.5	28	48	42	7	42	45	48	1	1	1	1	1	1	1	1	1	1	1	1	1
295	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.18	6	6	0	0	"Yes"	44	396	59	6.71186440677966	0.51	0.2	17.1233333333333	6	8.5	7	6.5	7	5	8.5	8	4	NA	7	5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	0	4	6	0	0	6	0	6	30	42.5	42	19.5	21	15	34	48	24	0	42	30	48	1	1	1	1	1	0	1	1	0	0	1	0	1
296	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"No"	3	82.5	18	4.58333333333333	NA	NA	NA	5	NA	4	NA	6.5	NA	3.5	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	3	0	0	0	0	0	0	0	0	25	0	24	0	19.5	0	14	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
297	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.94	7	7	0	0	"Yes"	60	428	60	7.13333333333333	0.57	0.2	17.53	7.5	7	6	7	7.5	7	6.5	7.5	7	7	8	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	35	36	21	22.5	21	26	45	42	7	48	39	48	1	1	1	1	1	1	1	1	1	1	1	1	1
298	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.91	7	8	0	0	"Yes"	60	456	60	7.6	NA	NA	NA	7.5	8.5	8.5	7.5	7.5	7	7.5	7	7	7	6.5	8.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	42.5	51	22.5	22.5	21	30	42	42	7	39	51	48	1	1	1	1	1	1	1	1	1	1	1	1	1
299	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.73	8	8	0	0	"Yes"	60	505	60	8.41666666666667	0.53	0.163333333333333	17.6666666666667	7.5	9	8.5	8.5	9	7	9	9.5	8	7	8	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	45	51	25.5	27	21	36	57	48	7	48	51	51	1	1	1	1	1	1	1	1	1	1	1	1	1
