"SubjectCode"	"Gender"	"Track"	"Nationality"	"Group"	"DropOut"	"DropOutBinary"	"SchoolMean"	"SchoolDutch"	"SchoolEnglish"	"CoursesOutsideProgramme"	"Exemption"	"PassedBSA"	"EC_Obtained"	"Weighted_Grade"	"EC_Taken"	"Mean_Grade"	"LD"	"LS"	"LV"	"Course1_Grade"	"Course2_Grade"	"Course3_Grade"	"Course4_Grade"	"Course5_Grade"	"Course6_Grade"	"Course7_Grade"	"Course8_Grade"	"Course9_Grade"	"Course10_Grade"	"Course11_Grade"	"Course12_Grade"	"Course13_Grade"	"Course1_EC_Worth"	"Course2_EC_Worth"	"Course3_EC_Worth"	"Course4_EC_Worth"	"Course5_EC_Worth"	"Course6_EC_Worth"	"Course7_EC_Worth"	"Course8_EC_Worth"	"Course9_EC_Worth"	"Course10_EC_Worth"	"Course11_EC_Worth"	"Course12_EC_Worth"	"Course13_EC_Worth"	"Course1_EC_Obtained"	"Course2_EC_Obtained"	"Course3_EC_Obtained"	"Course4_EC_Obtained"	"Course5_EC_Obtained"	"Course6_EC_Obtained"	"Course7_EC_Obtained"	"Course8_EC_Obtained"	"Course9_EC_Obtained"	"Course10_EC_Obtained"	"Course11_EC_Obtained"	"Course12_EC_Obtained"	"Course13_EC_Obtained"	"Course1_Weighted"	"Course2_Weighted"	"Course3_Weighted"	"Course4_Weighted"	"Course5_Weighted"	"Course6_Weighted"	"Course7_Weighted"	"Course8_Weighted"	"Course9_Weighted"	"Course10_Weighted"	"Course11_Weighted"	"Course12_Weighted"	"Course13_Weighted"	"Course1_Passed"	"Course2_Passed"	"Course3_Passed"	"Course4_Passed"	"Course5_Passed"	"Course6_Passed"	"Course7_Passed"	"Course8_Passed"	"Course9_Passed"	"Course10_Passed"	"Course11_Passed"	"Course12_Passed"	"Course13_Passed"
129	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.45	6	7	1	0	"No"	8	224.5	47	4.77659574468085	NA	NA	NA	5	8	4	2	8.5	4	5	4	4	NA	4	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	0	0	3	0	0	0	0	0	0	0	0	25	40	24	6	25.5	12	20	24	24	0	24	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
130	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.56	6	7	1	0	"Yes"	48	371.5	60	6.19166666666667	0.563333333333333	0.176666666666667	17.5733333333333	6	7	4	7	6.5	7	7	7	4	7	6	6	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	0	1	6	6	6	30	35	24	21	19.5	21	28	42	24	7	36	36	48	1	1	0	1	1	1	1	1	0	1	1	1	1
131	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.2	6	6	0	0	"No"	8	113	23	4.91304347826087	NA	NA	NA	6	5	4	NA	6	NA	4	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	5	0	0	0	3	0	0	0	0	0	0	0	0	30	25	24	0	18	0	16	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
132	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.4	6	7	1	0	"Yes"	60	414	60	6.9	0.573333333333333	0.19	17.7133333333333	7	7	7	7	6.5	7.5	7	7.5	6.5	7	6	7	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	35	42	21	19.5	22.5	28	45	39	7	36	42	42	1	1	1	1	1	1	1	1	1	1	1	1	1
134	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.33	7	8	0	0	"Yes"	60	529	60	8.81666666666667	0.51	0.156666666666667	17.11	8.5	9.5	9	8.5	9	7.5	9	9.5	8.5	7	8.5	9.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	42.5	47.5	54	25.5	27	22.5	36	57	51	7	51	57	51	1	1	1	1	1	1	1	1	1	1	1	1	1
135	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.09	5	6	0	0	"No"	34	364	60	6.06666666666667	0.54	0.24	16.8966666666667	5	6	5	4	7.5	6.5	6.5	8	5	7	7	5	7	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	0	0	3	3	4	6	0	1	6	0	6	25	30	30	12	22.5	19.5	26	48	30	7	42	30	42	0	1	0	0	1	1	1	1	0	1	1	0	1
136	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	NA	NA	NA	0	0	"No"	33	319	54	5.90740740740741	NA	NA	NA	6	7	NA	3.5	8.5	7	7	5	4	7	4.5	7	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	0	3	3	4	0	0	1	0	6	6	30	35	0	10.5	25.5	21	28	30	24	7	27	42	39	1	1	0	0	1	1	1	0	0	1	0	1	1
137	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.09	6	6	1	0	"Yes"	60	468	60	7.8	0.526666666666667	0.156666666666667	17.71	6.5	8.5	8.5	7	9.5	7.5	8	8	7	7	7.5	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	42.5	51	21	28.5	22.5	32	48	42	7	45	48	48	1	1	1	1	1	1	1	1	1	1	1	1	1
138	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.83	6	6	0	0	"Yes"	54	391	60	6.51666666666667	0.503333333333333	0.216666666666667	16.7833333333333	6	7.5	7	7.5	9.5	6.5	6	7	4	7	6	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	0	1	6	6	6	30	37.5	42	22.5	28.5	19.5	24	42	24	7	36	36	42	1	1	1	1	1	1	1	1	0	1	1	1	1
139	"V"	"Dutch"	"German"	"German in Dutch track"	"AfterYear1"	1	NA	NA	NA	0	0	"No"	7	234	53	4.41509433962264	NA	NA	NA	3.5	2.5	5	2.5	9.5	4	6	3	4	NA	5	NA	5	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	3	0	4	0	0	0	0	0	0	17.5	12.5	30	7.5	28.5	12	24	18	24	0	30	0	30	0	0	0	0	1	0	1	0	0	0	0	0	0
140	"M"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	380.5	60	6.34166666666667	NA	NA	NA	6	6	6	6	6.5	7	6	7	6.5	7	7	5	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	0	6	30	30	36	18	19.5	21	24	42	39	7	42	30	42	1	1	1	1	1	1	1	1	1	1	1	0	1
141	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	1	0	"Yes"	60	473	60	7.88333333333333	0.52	0.17	17.6333333333333	8.5	9	6	8	9	6.5	8	8.5	7	7	7.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	42.5	45	36	24	27	19.5	32	51	42	7	45	48	54	1	1	1	1	1	1	1	1	1	1	1	1	1
142	"M"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"No"	17	300.5	60	5.00833333333333	NA	NA	NA	6.5	7	5	4	6	7	4	5	4	7	3	4.5	5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	0	3	3	0	0	0	1	0	0	0	32.5	35	30	12	18	21	16	30	24	7	18	27	30	1	1	0	0	1	1	0	0	0	1	0	0	0
143	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	48	393	60	6.55	NA	NA	NA	7.5	7	5	6	8.5	7	7.5	6.5	6.5	7	4	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	0	6	6	37.5	35	30	18	25.5	21	30	39	39	7	24	39	48	1	1	0	1	1	1	1	1	1	1	0	1	1
144	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.82	7	8	1	1	"Yes"	49	401.5	55	7.3	NA	NA	NA	NA	8	8	7.5	7	7	8	8	4	7	7.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	6	3	3	3	4	6	0	1	6	6	6	0	40	48	22.5	21	21	32	48	24	7	45	42	51	0	1	1	1	1	1	1	1	0	1	1	1	1
145	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.33	6	7	0	0	"Yes"	51	373.5	57	6.55263157894737	0.563333333333333	0.236666666666667	16.7033333333333	6	6.5	6.5	6.5	6.5	NA	7	7.5	7.5	7	4.5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	0	4	6	6	1	0	6	6	30	32.5	39	19.5	19.5	0	28	45	45	7	27	36	45	1	1	1	1	1	0	1	1	1	1	0	1	1
146	"V"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
148	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.45	7	8	0	0	"No"	28	321	60	5.35	0.503333333333333	0.15	17.6466666666667	5	6.5	7	6.5	6	5	6	4.5	4	7	4.5	2	8	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	6	3	3	0	4	0	0	1	0	0	6	25	32.5	42	19.5	18	15	24	27	24	7	27	12	48	0	1	1	1	1	0	1	0	0	1	0	0	1
149	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	420.5	60	7.00833333333333	NA	NA	NA	7	6.5	5	6	9	7	7	8	7.5	7	7	6	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	35	32.5	30	18	27	21	28	48	45	7	42	36	51	1	1	0	1	1	1	1	1	1	1	1	1	1
150	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.55	7	7	0	0	"Yes"	60	450.5	60	7.50833333333333	0.583333333333333	0.183333333333333	17.1466666666667	6	8.5	7	7	9	8	8	9	7	7	6	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	42.5	42	21	27	24	32	54	42	7	36	45	48	1	1	1	1	1	1	1	1	1	1	1	1	1
151	"M"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
152	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.36	6	7	0	0	"Yes"	45	376.5	60	6.275	0.54	0.173333333333333	16.9133333333333	6	6.5	5	4.5	8	7.5	7	7	7	7	4.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	0	3	3	4	6	6	1	0	6	6	30	32.5	30	13.5	24	22.5	28	42	42	7	27	36	42	1	1	0	0	1	1	1	1	1	1	0	1	1
153	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.64	6	8	0	0	"Yes"	57	391	60	6.51666666666667	NA	NA	NA	6	6.5	6.5	7	8.5	5	6.5	7.5	7	7	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	0	4	6	6	1	6	6	6	30	32.5	39	21	25.5	15	26	45	42	7	36	36	36	1	1	1	1	1	0	1	1	1	1	1	1	1
154	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.45	7	7	0	0	"Yes"	60	446.5	60	7.44166666666667	0.516666666666667	0.123333333333333	17.8766666666667	6.5	8	7	7.5	8.5	7	8.5	8	7	7	6.5	8	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	40	42	22.5	25.5	21	34	48	42	7	39	48	45	1	1	1	1	1	1	1	1	1	1	1	1	1
155	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.6	6	7	0	0	"Yes"	54	410.5	60	6.84166666666667	0.443333333333333	0.233333333333333	18.56	6	7.5	5	6.5	8.5	7	7.5	7	7	7	6	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	30	37.5	30	19.5	25.5	21	30	42	42	7	36	39	51	1	1	0	1	1	1	1	1	1	1	1	1	1
156	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	438	60	7.3	0.523333333333333	0.21	17.5466666666667	7	8.5	5	7.5	8.5	6.5	7	8.5	7	7	7	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	6	6	6	35	42.5	30	22.5	25.5	19.5	28	51	42	7	42	45	48	1	1	0	1	1	1	1	1	1	1	1	1	1
157	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.27	7	6	0	0	"Yes"	54	428.5	60	7.14166666666667	0.536666666666667	0.136666666666667	18.2966666666667	8.5	7.5	7.5	6.5	6.5	7.5	7	8	7.5	7	4.5	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	0	6	6	42.5	37.5	45	19.5	19.5	22.5	28	48	45	7	27	39	48	1	1	1	1	1	1	1	1	1	1	0	1	1
158	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	42	354.5	60	5.90833333333333	NA	NA	NA	7.5	6.5	4	7	7	6.5	6	6.5	4	7	4.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	0	1	0	6	6	37.5	32.5	24	21	21	19.5	24	39	24	7	27	36	42	1	1	0	1	1	1	1	1	0	1	0	1	1
159	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	480	60	8	0.556666666666667	0.206666666666667	16.9666666666667	7	8	7.5	7.5	8.5	7	8	9	8	7	7	8.5	9.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	40	45	22.5	25.5	21	32	54	48	7	42	51	57	1	1	1	1	1	1	1	1	1	1	1	1	1
160	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6	6	6	0	0	"Yes"	42	320	42	7.61904761904762	0.536666666666667	0.183333333333333	17.68	7.5	8	8.5	6.5	NA	NA	7.5	8	7.5	7	NA	NA	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	0	0	4	6	6	1	0	0	6	37.5	40	51	19.5	0	0	30	48	45	7	0	0	42	1	1	1	1	0	0	1	1	1	1	0	0	1
161	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	463.5	60	7.725	0.523333333333333	0.173333333333333	17.62	6.5	8	8.5	6	6	7	6	8.5	8	7	7.5	9	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	40	51	18	18	21	24	51	48	7	45	54	54	1	1	1	1	1	1	1	1	1	1	1	1	1
162	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.27	6	6	0	0	"No"	18	273.5	53	5.16037735849057	NA	NA	NA	4	6	5	4	6.5	4	7.5	5	4	NA	4.5	NA	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	0	0	3	0	4	0	0	0	0	0	6	20	30	30	12	19.5	12	30	30	24	0	27	0	39	0	1	0	0	1	0	1	0	0	0	0	0	1
163	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.55	7	8	0	0	"Yes"	60	491.5	60	8.19166666666667	0.53	0.206666666666667	17.6066666666667	8	8.5	8.5	8.5	7.5	8	9	8.5	7.5	7	7.5	8.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	40	42.5	51	25.5	22.5	24	36	51	45	7	45	51	51	1	1	1	1	1	1	1	1	1	1	1	1	1
164	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.5	7	8	0	0	"Yes"	60	451.5	60	7.525	0.52	0.183333333333333	16.4433333333333	7.5	6.5	7.5	7	7.5	7	8.5	9	7	7	7	7.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	32.5	45	21	22.5	21	34	54	42	7	42	45	48	1	1	1	1	1	1	1	1	1	1	1	1	1
165	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.58	6	6	0	0	"No"	40	349.5	60	5.825	0.493333333333333	0.176666666666667	17	6	4	4	4	6	7.5	6	8	7	7	6	4.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	0	0	0	3	3	4	6	6	1	6	0	6	30	20	24	12	18	22.5	24	48	42	7	36	27	39	1	0	0	0	1	1	1	1	1	1	1	0	1
166	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	8.15	7	8	0	0	"Yes"	60	521	60	8.68333333333333	0.52	0.14	16.61	9	9	8	9	8.5	7.5	8.5	9.5	7.5	7	9	9.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	45	45	48	27	25.5	22.5	34	57	45	7	54	57	54	1	1	1	1	1	1	1	1	1	1	1	1	1
167	"V"	"Dutch"	"German"	"German in Dutch track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	501.5	60	8.35833333333333	0.546666666666667	0.233333333333333	17.9433333333333	8	9.5	8	8.5	8.5	7	8	9	7.5	7	9	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	40	47.5	48	25.5	25.5	21	32	54	45	7	54	48	54	1	1	1	1	1	1	1	1	1	1	1	1	1
168	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.55	6	6	0	0	"Yes"	60	454.5	60	7.575	NA	NA	NA	6	8	6.5	7	6	7.5	8.5	9	7	7	7.5	8	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	40	39	21	18	22.5	34	54	42	7	45	48	54	1	1	1	1	1	1	1	1	1	1	1	1	1
169	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"DuringYear1"	1	6.33	6	6	0	0	"No"	3	133.5	32	4.171875	NA	NA	NA	5	2.5	5	3.5	6.5	NA	4.5	NA	NA	NA	3	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	3	0	0	0	0	0	0	0	0	25	12.5	30	10.5	19.5	0	18	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
170	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.27	7	7	0	0	"Yes"	60	483	60	8.05	0.56	0.156666666666667	16.8866666666667	7.5	8.5	7.5	7	8.5	8.5	9	9	7.5	7	7.5	7.5	9	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	42.5	45	21	25.5	25.5	36	54	45	7	45	45	54	1	1	1	1	1	1	1	1	1	1	1	1	1
171	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.2	6	6	0	0	"Yes"	48	388	60	6.46666666666667	NA	NA	NA	6	7.5	5	6.5	6.5	6.5	7.5	6	7	7	5	6.5	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	0	6	6	30	37.5	30	19.5	19.5	19.5	30	36	42	7	30	39	48	1	1	0	1	1	1	1	1	1	1	0	1	1
172	"V"	"Dutch"	"German"	"German in Dutch track"	"AfterYear1"	1	NA	NA	NA	0	0	"No"	39	332	60	5.53333333333333	NA	NA	NA	6.5	6	4	3.5	7.5	6.5	6	3.5	4	7	6	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	0	3	3	4	0	0	1	6	6	6	32.5	30	24	10.5	22.5	19.5	24	21	24	7	36	36	45	1	1	0	0	1	1	1	0	0	1	1	1	1
173	"V"	"Dutch"	"German"	"German in Dutch track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	51	381.5	54	7.06481481481481	0.463333333333333	0.193333333333333	17.3666666666667	7.5	8	8.5	6	7	4	7.5	7.5	NA	7	6	6.5	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	0	4	6	0	1	6	6	6	37.5	40	51	18	21	12	30	45	0	7	36	39	45	1	1	1	1	1	0	1	1	0	1	1	1	1
174	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.56	6	7	0	0	"Yes"	60	465	60	7.75	0.493333333333333	0.13	17.57	6.5	8	8	7.5	9	8	9	8.5	7.5	7	7	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	40	48	22.5	27	24	36	51	45	7	42	39	51	1	1	1	1	1	1	1	1	1	1	1	1	1
175	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.36	6	6	0	0	"No"	40	372.5	60	6.20833333333333	0.523333333333333	0.19	18.0566666666667	5	7.5	7.5	5	7.5	6.5	6	6.5	6.5	7	4.5	4	8	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	6	0	3	3	4	6	6	1	0	0	6	25	37.5	45	15	22.5	19.5	24	39	39	7	27	24	48	0	1	1	0	1	1	1	1	1	1	0	0	1
176	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	48	376.5	60	6.275	NA	NA	NA	6	6	7	6	7.5	7	6.5	8	6.5	7	5	4.5	6	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	0	0	6	30	30	42	18	22.5	21	26	48	39	7	30	27	36	1	1	1	1	1	1	1	1	1	1	0	0	1
177	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.36	6	6	0	0	"Yes"	48	380.5	60	6.34166666666667	0.556666666666667	0.196666666666667	18.22	6	6.5	5	6.5	6.5	6	6.5	8	7	7	4.5	6	7.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	0	3	3	3	4	6	6	1	0	6	6	30	32.5	30	19.5	19.5	18	26	48	42	7	27	36	45	1	1	0	1	1	1	1	1	1	1	0	1	1
178	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.5	7	7	0	0	"Yes"	60	420.5	60	7.00833333333333	NA	NA	NA	6	7	7	7.5	8	7	8	7	7.5	7	6.5	6.5	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	30	35	42	22.5	24	21	32	42	45	7	39	39	42	1	1	1	1	1	1	1	1	1	1	1	1	1
179	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.92	7	6	0	0	"Yes"	60	459	60	7.65	0.52	0.183333333333333	17.09	8.5	8	7	7.5	6.5	7.5	8	8.5	7	7	7.5	7	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	42.5	40	42	22.5	19.5	22.5	32	51	42	7	45	42	51	1	1	1	1	1	1	1	1	1	1	1	1	1
180	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"DuringYear1"	1	6.27	6	6	1	0	"No"	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.64	7	8	0	0	"No"	27	334.5	59	5.66949152542373	NA	NA	NA	5	6	5	2.5	9.5	6.5	6.5	8	4	NA	5	4.5	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	0	5	0	0	3	3	4	6	0	0	0	0	6	25	30	30	7.5	28.5	19.5	26	48	24	0	30	27	39	0	1	0	0	1	1	1	1	0	0	0	0	1
182	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.31	6	6	0	0	"Yes"	60	401	60	6.68333333333333	0.483333333333333	0.27	17.0566666666667	7	6	7.5	6.5	7	7.5	6.5	7	7	7	6	6	6.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	35	30	45	19.5	21	22.5	26	42	42	7	36	36	39	1	1	1	1	1	1	1	1	1	1	1	1	1
183	"V"	"Dutch"	"German"	"German in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	454.5	60	7.575	0.526666666666667	0.153333333333333	16.74	6.5	8.5	7.5	8	7	7.5	8	8	7.5	7	7.5	6.5	8.5	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	42.5	45	24	21	22.5	32	48	45	7	45	39	51	1	1	1	1	1	1	1	1	1	1	1	1	1
184	"V"	"Dutch"	"German"	"German in Dutch track"	"DuringYear1"	1	NA	NA	NA	0	0	"No"	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	5	6	3	3	3	4	6	6	1	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
185	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.1	6	6	0	0	"Yes"	60	444	60	7.4	0.513333333333333	0.16	17.6166666666667	6.5	7.5	7.5	7.5	6.5	8	7	8	6.5	7	7.5	8	8	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	32.5	37.5	45	22.5	19.5	24	28	48	39	7	45	48	48	1	1	1	1	1	1	1	1	1	1	1	1	1
186	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.25	6	7	0	0	"Yes"	60	418.5	60	6.975	0.503333333333333	0.193333333333333	17.8033333333333	7.5	7.5	7.5	6	7	6.5	8	7.5	6.5	7	6.5	6	7	5	5	6	3	3	3	4	6	6	1	6	6	6	5	5	6	3	3	3	4	6	6	1	6	6	6	37.5	37.5	45	18	21	19.5	32	45	39	7	39	36	42	1	1	1	1	1	1	1	1	1	1	1	1	1
