"SubjectCode"	"Gender"	"Track"	"Nationality"	"Group"	"DropOut"	"DropOutBinary"	"SchoolMean"	"SchoolDutch"	"SchoolEnglish"	"CoursesOutsideProgramme"	"Exemption"	"PassedBSA"	"EC_Obtained"	"Weighted_Grade"	"EC_Taken"	"Mean_Grade"	"wordtokens_oct"	"ld_oct"	"ls2_oct"	"ndwesz_oct"	"wordtokens_feb"	"ld_feb"	"ls2_feb"	"ndwesz_feb"	"wordtokens_apr"	"ld_apr"	"ls2_apr"	"ndwesz_apr"	"grade_oct"	"grade_feb"	"grade_apr"
299	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.73	8	8	0	0	"Yes"	60	505	60	8.41666666666667	135	0.48	0.15	16.93	151	0.52	0.18	17.51	80	0.59	0.16	18.56	6	10	10
300	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.78	7	7	0	0	"Yes"	60	435	60	7.25	161	0.55	0.13	17.94	110	0.55	0.16	16.52	44	0.61	0.13	17.6	5	10	10
301	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.91	7	6	0	0	"Yes"	60	470	60	7.83333333333333	55	0.53	0.35	17.15	141	0.52	0.19	17.35	60	0.53	0.15	17.15	7	10	10
303	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.42	7	8	0	0	"Yes"	54	417.5	60	6.95833333333333	45	0.49	0.16	16.28	74	0.5	0.1	16.45	47	0.47	0.19	18.11	6	0	10
305	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.91	7	8	0	0	"Yes"	54	424	60	7.06666666666667	35	0.54	0.24	18	110	0.54	0.15	17.42	70	0.59	0.13	17.83	2	10	10
306	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.92	7	7	0	0	"Yes"	60	528.5	60	8.80833333333333	110	0.43	0.16	17.06	128	0.55	0.19	17.67	80	0.55	0.12	16.84	10	10	10
308	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	434	60	7.23333333333333	82	0.62	0.11	18.11	67	0.52	0.16	17.85	42	0.5	0.19	16.35	4	0	10
309	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.2	5	6	0	0	"Yes"	42	386	60	6.43333333333333	31	0.48	0.26	17.33	51	0.45	0.28	17.31	34	0.44	0.27	18.93	4	0	6
310	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.23	7	8	0	0	"Yes"	60	483	60	8.05	49	0.59	0.26	16.12	108	0.5	0.24	15.58	57	0.51	0.16	17.64	6	7	10
314	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.27	7	6	0	0	"Yes"	60	439.5	60	7.325	43	0.63	0.24	16.44	155	0.55	0.14	17.59	43	0.49	0.32	17.41	6	10	10
315	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	7.75	7	8	0	0	"Yes"	60	494.5	60	8.24166666666667	151	0.57	0.19	18.12	119	0.5	0.19	16.31	108	0.55	0.18	18.3	10	10	10
316	"M"	"Dutch"	"German"	"German in Dutch track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	433	60	7.21666666666667	27	0.63	0.29	17.75	70	0.51	0.17	17.46	69	0.51	0.2	18.6	0	10	2
317	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.36	8	8	0	0	"Yes"	60	486	60	8.1	130	0.53	0.21	17.35	94	0.53	0.25	18.34	40	0.4	0.33	15.66	10	10	10
318	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.75	7	6	0	0	"Yes"	60	443.5	60	7.39166666666667	43	0.51	0.21	15.39	70	0.54	0.11	17.04	33	0.52	0.2	19.37	5	10	10
321	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.85	7	8	0	0	"Yes"	44	387.5	59	6.56779661016949	43	0.53	0.23	17.32	60	0.55	0.17	15.38	56	0.52	0.15	18.67	6	10	10
322	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	462	60	7.7	36	0.56	0.24	17.47	107	0.6	0.21	16.49	23	0.61	0.12	15	4	10	10
324	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.42	6	7	0	0	"Yes"	60	456.5	60	7.60833333333333	20	0.65	0.11	18	86	0.52	0.09	16.2	42	0.6	0.22	17.4	6	10	6
326	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7.69	8	8	0	0	"Yes"	60	426.5	60	7.10833333333333	54	0.52	0.17	17.52	142	0.49	0.16	16.63	53	0.57	0.07	18.69	6	10	10
327	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.82	7	8	0	0	"Yes"	60	487.5	60	8.125	129	0.45	0.17	17.25	120	0.52	0.14	17.11	62	0.6	0.19	18.31	10	10	2
330	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.18	6	6	0	0	"Yes"	60	425	60	7.08333333333333	29	0.52	0.25	13.18	85	0.4	0.24	15.76	51	0.59	0.14	17.99	6	0	10
332	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	7	7	7	0	0	"Yes"	54	449.5	60	7.49166666666667	139	0.58	0.22	18.38	124	0.47	0.12	17.27	64	0.55	0.19	17.16	10	10	10
336	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	6.38	6	7	0	0	"No"	20	250	47	5.31914893617021	50	0.5	0.31	17.51	89	0.54	0.17	18.25	31	0.61	0.27	18.41	6	0	2
337	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.55	6	6	0	0	"Yes"	54	423.5	60	7.05833333333333	141	0.49	0.18	17.91	119	0.5	0.18	17.13	61	0.51	0.29	17.91	8	10	2
339	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.67	6	6	0	0	"Yes"	42	353.5	59	5.99152542372881	115	0.54	0.15	18.99	123	0.52	0.15	16.78	51	0.53	0.1	18.83	0	3	10
340	"M"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"AfterYear1"	1	7	7	9	0	0	"Yes"	47	370	59	6.27118644067797	56	0.46	0.14	18.23	83	0.52	0.12	15.2	46	0.43	0.14	17.48	3	7	10
342	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.5	6	8	0	0	"Yes"	60	435	60	7.25	58	0.57	0.17	18.55	91	0.46	0.15	17.74	52	0.6	0.12	18.07	6	0	10
344	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	6.83	6	7	0	0	"Yes"	60	442	60	7.36666666666667	95	0.46	0.22	17.15	68	0.5	0.28	17.79	45	0.47	0.29	17.06	6	10	10
346	"V"	"Dutch"	"Dutch"	"Dutch in Dutch track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	417	60	6.95	120	0.5	0.17	18.22	88	0.55	0.07	15.41	73	0.48	0.23	17.04	2	10	2
506	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	483.5	60	8.05833333333333	77	0.51	0.18	16.18	107	0.5	0.13	18.36	102	0.44	0.18	17.78	6	10	10
507	"M"	"English"	"Dutch"	"Dutch in English track"	"No"	0	NA	NA	NA	1	0	"No"	22	232	37	6.27027027027027	53	0.49	0.09	16.84	74	0.5	0.07	16.12	77	0.4	0.07	16.16	4	3	10
511	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	45	366.5	60	6.10833333333333	64	0.56	0.19	18.44	103	0.5	0.18	16.75	50	0.54	0.05	18.29	2	0	10
512	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	427.5	60	7.125	191	0.48	0.15	17.91	130	0.45	0.17	18.21	43	0.47	0.07	16.25	10	10	10
515	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	447.5	60	7.45833333333333	61	0.59	0.23	17.33	83	0.52	0.15	15.48	48	0.52	0.03	18.83	5	0	10
519	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	45	406.5	60	6.775	124	0.54	0.1	17.57	120	0.45	0.09	15.71	60	0.43	0.2	16.45	8	0	10
521	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	445	60	7.41666666666667	114	0.55	0.24	17.35	136	0.49	0.17	17.6	63	0.54	0.19	18.22	6	0	10
523	"M"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.8	7	8	1	0	"Yes"	60	434.5	60	7.24166666666667	89	0.61	0.21	18.05	61	0.54	0.13	16.92	36	0.53	0.07	18	6	10	10
527	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	428	60	7.13333333333333	125	0.5	0.1	17.32	37	0.41	0.07	17.45	37	0.54	0.07	16.82	7	10	10
531	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	48	387.5	60	6.45833333333333	222	0.52	0.13	18.4	95	0.45	0.05	16.7	50	0.54	0.11	16.81	10	3	2
534	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	444	60	7.4	143	0.5	0.15	16.99	158	0.5	0.17	17.48	92	0.52	0.09	16.82	10	10	10
535	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	464	60	7.73333333333333	204	0.51	0.11	17.32	117	0.65	0.11	17.17	80	0.49	0.07	18.28	10	10	10
536	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	455.5	60	7.59166666666667	283	0.49	0.14	17.53	94	0.44	0.1	16.56	108	0.51	0.15	18.47	10	7	10
539	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	447.5	60	7.45833333333333	128	0.53	0.1	18.53	52	0.46	0.03	16.64	65	0.42	0.15	17.13	10	10	6
544	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	480	60	8	201	0.48	0.19	17.99	92	0.48	0.04	16.56	66	0.47	0.11	17.33	10	10	10
546	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.85	7	8	0	0	"Yes"	53	386.5	59	6.55084745762712	83	0.51	0.1	16.75	49	0.51	0.08	18.54	43	0.53	0.14	15.59	10	7	10
548	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	459.5	60	7.65833333333333	149	0.48	0.22	17.84	69	0.41	0.09	15.71	89	0.51	0.13	17.24	10	7	10
552	"M"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	59	418	59	7.08474576271186	112	0.54	0.13	18.18	86	0.47	0.1	16.26	49	0.51	0.15	16.87	6	0	2
556	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"No"	39	348	60	5.8	45	0.53	0.22	18.71	67	0.45	0.16	16.2	75	0.48	0.05	16.29	6	7	10
558	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	434	60	7.23333333333333	192	0.47	0.12	17.68	111	0.44	0.13	17.45	68	0.5	0.12	17.77	10	7	10
559	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	469.5	60	7.825	138	0.42	0.16	17.39	126	0.52	0.11	17.77	61	0.52	0.11	18.59	10	10	10
563	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	384.5	60	6.40833333333333	58	0.5	0.12	16.35	87	0.45	0.1	17.13	74	0.53	0.1	15.27	6	10	10
566	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	42	383.5	60	6.39166666666667	87	0.56	0.14	17.23	151	0.5	0.1	16.58	44	0.45	0	19.19	4	10	6
572	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	7.45	7	8	0	0	"Yes"	60	486.5	60	8.10833333333333	78	0.47	0.1	18.57	112	0.49	0.07	16	75	0.51	0.15	18.09	6	10	10
573	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.25	6	7	0	0	"Yes"	60	425.5	60	7.09166666666667	92	0.52	0.15	17.25	63	0.49	0.12	17.34	63	0.46	0.02	17.39	7	0	6
575	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	54	392.5	60	6.54166666666667	40	0.42	0.24	15.99	94	0.46	0.12	16.72	46	0.48	0.09	15.68	2	10	6
576	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	7.17	7	6	0	0	"Yes"	54	386.5	60	6.44166666666667	72	0.49	0.1	16.97	107	0.48	0.07	17.24	66	0.58	0.18	17.15	5	10	2
577	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	57	445	60	7.41666666666667	63	0.51	0.16	18.2	92	0.45	0.15	16.28	74	0.53	0.08	17.97	6	3	10
581	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.83	6	7	0	0	"Yes"	60	461.5	60	7.69166666666667	54	0.52	0.22	16.58	75	0.51	0.05	17.93	59	0.53	0.12	18.47	6	10	10
582	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	52	392	60	6.53333333333333	94	0.48	0.2	16.32	57	0.56	0.11	15.53	79	0.53	0.15	15.7	6	10	10
586	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	451.5	60	7.525	189	0.56	0.24	17.82	132	0.48	0.08	15.71	69	0.58	0.18	17.55	10	10	10
587	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	421.5	60	7.025	216	0.48	0.2	18.11	132	0.45	0.17	15.55	75	0.45	0.08	17.34	10	10	10
589	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	446.5	60	7.44166666666667	106	0.42	0.14	17.51	100	0.44	0.04	15.67	85	0.54	0.05	17.32	6	10	10
590	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	407.5	60	6.79166666666667	112	0.51	0.14	17.4	84	0.51	0.06	17.79	29	0.62	0.19	19.2	8	10	6
591	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	456	60	7.6	131	0.49	0.18	18.27	76	0.5	0.12	16.96	81	0.53	0.12	18.87	5	10	10
593	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	51	404	60	6.73333333333333	134	0.51	0.18	17.24	113	0.5	0.09	16.58	61	0.48	0.09	17.15	10	10	10
594	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	478	60	7.96666666666667	94	0.49	0.14	17.22	129	0.45	0.08	17	93	0.48	0.11	18.08	6	10	10
596	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	464.5	60	7.74166666666667	102	0.52	0.17	18.37	108	0.45	0.07	17.05	79	0.54	0.15	18.25	6	10	10
605	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	470.5	60	7.84166666666667	96	0.54	0.17	16.73	102	0.48	0.09	16.31	66	0.44	0.14	17.71	8	10	10
606	"M"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	54	396	60	6.6	85	0.53	0.18	17.11	70	0.46	0.14	17.2	29	0.55	0.08	18.5	6	0	6
609	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	52	411.5	60	6.85833333333333	124	0.49	0.14	17.64	103	0.45	0.11	17.31	67	0.51	0.1	16.56	8	0	10
610	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	495.5	60	8.25833333333333	127	0.5	0.18	17.1	134	0.43	0.1	15.94	57	0.51	0.1	18.9	10	10	10
611	"M"	"English"	"Dutch"	"Dutch in English track"	"No"	0	7.5	7	9	0	0	"Yes"	60	516	60	8.6	135	0.5	0.31	18.44	144	0.52	0.06	16.53	44	0.59	0.12	18.8	10	3	10
613	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	471.5	60	7.85833333333333	248	0.51	0.23	17.66	148	0.49	0.08	17.24	68	0.5	0.08	18.54	10	10	10
614	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	445	60	7.41666666666667	120	0.47	0.2	18	99	0.49	0.11	17.79	62	0.47	0.07	17.21	8	10	10
616	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	57	417.5	60	6.95833333333333	98	0.47	0.15	16.72	179	0.49	0.06	15.9	60	0.58	0.12	18.64	6	10	10
617	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	497	60	8.28333333333333	202	0.49	0.19	18.12	89	0.56	0.14	17.38	80	0.49	0.1	17	10	7	10
618	"M"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	60	423.5	60	7.05833333333333	190	0.51	0.17	17.73	94	0.47	0.13	17.56	59	0.46	0.16	18.02	10	10	10
621	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	488.5	60	8.14166666666667	136	0.54	0.16	17.88	80	0.5	0.04	17.04	40	0.65	0	17.57	10	10	6
624	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	404.5	60	6.74166666666667	81	0.49	0.12	17.61	85	0.49	0.08	18.26	44	0.41	0.12	18.33	6	10	10
625	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	524	60	8.73333333333333	263	0.44	0.18	17.92	70	0.46	0.08	17.24	83	0.53	0.13	17.96	10	10	6
632	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	47	384	59	6.50847457627119	176	0.49	0.15	16.78	90	0.46	0.07	17.07	121	0.49	0.09	17.93	7	10	10
633	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	489	60	8.15	203	0.5	0.11	17.86	124	0.5	0.13	16.32	63	0.6	0.15	16.89	10	10	10
634	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	457	60	7.61666666666667	169	0.53	0.23	18.56	100	0.52	0.04	16.19	89	0.46	0.14	17.48	10	10	6
636	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	43	367	60	6.11666666666667	187	0.56	0.23	18.26	77	0.52	0.04	17.67	24	0.54	0	14.6	10	3	6
637	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	44	401	59	6.79661016949153	98	0.57	0.2	18.39	71	0.42	0.03	15.92	54	0.43	0.09	17.14	9	10	10
643	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	51	409	60	6.81666666666667	99	0.54	0.11	17.66	110	0.46	0.11	15.5	24	0.62	0.18	19.41	6	3	6
644	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	7.58	7	9	0	0	"Yes"	60	446	60	7.43333333333333	63	0.52	0.17	16.35	85	0.52	0.1	17.5	63	0.44	0.05	17.38	6	10	10
646	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	431.5	60	7.19166666666667	207	0.46	0.15	17.79	107	0.5	0.14	16.64	80	0.46	0.13	17.44	10	10	10
647	"M"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.83	6	8	0	0	"Yes"	60	476.5	60	7.94166666666667	197	0.51	0.21	17.64	131	0.44	0.15	16.17	62	0.56	0.19	17.17	10	10	10
651	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	482.5	60	8.04166666666667	156	0.52	0.15	17.58	121	0.61	0.23	18.39	56	0.52	0.13	16.51	10	0	10
652	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	424.5	60	7.075	163	0.48	0.12	18.02	121	0.54	0.14	17.17	56	0.45	0.22	16.62	10	10	0
653	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	57	433.5	60	7.225	226	0.5	0.17	17.57	78	0.44	0.07	15.88	49	0.47	0.11	18.22	10	10	10
656	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"No"	38	349	53	6.58490566037736	244	0.49	0.19	16.87	138	0.46	0.16	15.76	27	0.41	0.16	15.75	10	3	2
659	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	454.5	60	7.575	215	0.5	0.17	18.32	149	0.5	0.16	17.47	82	0.55	0.15	17.45	10	10	10
660	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	495	60	8.25	103	0.51	0.12	17.85	72	0.49	0.1	17.19	88	0.48	0.12	16.19	8	10	10
662	"M"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.56	6	7	0	0	"Yes"	48	368.5	60	6.14166666666667	77	0.55	0.22	18.67	43	0.53	0.37	17.51	24	0.46	0.23	18	6	0	0
663	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	453.5	60	7.55833333333333	107	0.48	0.17	16.83	155	0.44	0.1	15.96	76	0.51	0.1	18.44	6	10	6
664	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	496	60	8.26666666666667	196	0.52	0.14	17.13	138	0.46	0.05	16.31	36	0.5	0.13	18.06	10	0	10
665	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	438.5	60	7.30833333333333	175	0.47	0.14	17.01	122	0.46	0.08	16.78	59	0.47	0.16	17.31	10	7	10
671	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	483.5	60	8.05833333333333	69	0.49	0.1	16.07	90	0.47	0.12	16.25	36	0.61	0.07	17.72	6	0	0
675	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	408.5	60	6.80833333333333	209	0.48	0.13	16.91	88	0.43	0.07	17.55	91	0.49	0.13	17.33	10	3	10
678	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	450	60	7.5	191	0.46	0.12	17.61	143	0.42	0.05	16.66	77	0.48	0.16	17.53	10	10	10
680	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	446	60	7.43333333333333	75	0.48	0.17	17.98	107	0.44	0.14	16.59	21	0.52	0.18	16.5	6	0	2
693	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	434.5	60	7.24166666666667	206	0.52	0.2	18.06	109	0.46	0.05	16.94	67	0.52	0.09	17.97	10	10	2
696	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	455.5	60	7.59166666666667	108	0.52	0.18	16.25	108	0.51	0.07	16.43	71	0.45	0.04	17.53	5	10	6
697	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	436	60	7.26666666666667	197	0.55	0.16	17.54	115	0.49	0.16	16.12	63	0.51	0.05	17.25	10	10	10
698	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	473.5	60	7.89166666666667	142	0.51	0.18	17.71	80	0.54	0.15	17.45	75	0.52	0.09	16.78	10	10	10
699	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	401	60	6.68333333333333	81	0.54	0.16	18.2	84	0.55	0.08	17.6	59	0.54	0.12	17.69	6	10	10
700	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	44	356.5	60	5.94166666666667	246	0.57	0.16	18.07	78	0.49	0.12	17.67	35	0.66	0.31	18.51	4	7	4
702	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	419.5	60	6.99166666666667	208	0.48	0.13	17.67	102	0.5	0.07	17.06	38	0.47	0.07	16.43	10	0	10
703	"V"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.64	7	7	0	0	"Yes"	60	435.5	60	7.25833333333333	91	0.52	0.13	17.64	125	0.48	0.05	17.21	67	0.48	0.07	16.94	6	10	10
706	"V"	"English"	"Dutch"	"Dutch in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"No"	25	285.5	60	4.75833333333333	98	0.51	0.15	16.96	132	0.47	0.09	15.86	88	0.48	0.08	17.63	0	10	0
713	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	408.5	60	6.80833333333333	158	0.48	0.19	17.87	112	0.51	0.15	17.57	95	0.42	0.05	17.24	10	10	6
714	"V"	"English"	"Dutch"	"Dutch in English track"	"AfterYear1"	1	6.23	7	7	0	0	"Yes"	42	368.5	60	6.14166666666667	112	0.47	0.15	18.1	86	0.47	0.06	15.92	61	0.52	0.07	15.79	6	10	10
715	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	434	60	7.23333333333333	159	0.48	0.21	18	61	0.56	0.19	17.01	81	0.56	0.18	18.41	10	0	10
716	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	464	60	7.73333333333333	140	0.49	0.24	18.28	114	0.52	0.19	17.71	50	0.56	0.14	17.24	8	0	10
723	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	498.5	60	8.30833333333333	208	0.5	0.19	17.71	134	0.46	0.12	17.37	83	0.42	0.09	17.97	10	10	10
724	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	54	455.5	54	8.43518518518519	202	0.48	0.11	17.42	76	0.46	0.09	15.27	64	0.56	0.16	18.58	10	10	10
725	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"Yes"	57	412.5	60	6.875	223	0.48	0.14	18.01	105	0.49	0.07	17.16	38	0.5	0.06	18.63	10	10	10
727	"M"	"English"	"Dutch"	"Dutch in English track"	"No"	0	6.73	6	8	0	0	"Yes"	54	400.5	60	6.675	78	0.56	0.16	17.81	64	0.5	0.05	17.24	34	0.5	0.28	16	5	10	2
728	"V"	"English"	"German"	"German in English track"	"AfterYear1"	1	NA	NA	NA	0	0	"No"	22	292.5	56	5.22321428571429	95	0.57	0.12	17.93	113	0.45	0.09	14.98	56	0.41	0.05	16.07	6	3	0
733	"V"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"Yes"	60	520	60	8.66666666666667	197	0.52	0.19	18.51	151	0.42	0.16	16.2	62	0.5	0.07	18.21	10	3	10
735	"M"	"English"	"German"	"German in English track"	"No"	0	NA	NA	NA	0	0	"No"	35	336.5	60	5.60833333333333	50	0.48	0.06	17.23	117	0.47	0.07	16.68	69	0.42	0.02	17.19	0	10	0
