SubjectCode,Gender,Track,Natio1,TrackNatio1,DropOut,DropOutBinary,SchoolMean,SchoolDutch,SchoolEnglish,CoursesOutsideProgramme,Exemption,PassedBSA,Course1_Grade,Course2_Grade,Course3_Grade,Course4_Grade,Course5_Grade,Course6_Grade,Course7_Grade,Course8_Grade,Course9_Grade,Course10_Grade,Course11_Grade,Course12_Grade,Course13_Grade,Course1_EC_Worth,Course2_EC_Worth,Course3_EC_Worth,Course4_EC_Worth,Course5_EC_Worth,Course6_EC_Worth,Course7_EC_Worth,Course8_EC_Worth,Course9_EC_Worth,Course10_EC_Worth,Course11_EC_Worth,Course12_EC_Worth,Course13_EC_Worth,wordtokens_oct,ld_oct,ls2_oct,ndwesz_oct,wordtokens_feb,ld_feb,ls2_feb,ndwesz_feb,wordtokens_apr,ld_apr,ls2_apr,ndwesz_apr
759,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,8.5,8.0,8.5,8.5,8.0,9.0,9.5,7.5,7.0,8.5,9.0,9.5,5,5,6,3,3,3,4,6,6,1,6,6,6,254.0,0.51,0.19,18.26,96.0,0.55,0.11,18.43,36.0,0.64,0.15,16.17
760,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,7.5,7.0,6.0,7.0,8.0,7.5,8.5,7.5,7.0,6.5,6.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,151.0,0.48,0.16,17.66,77.0,0.48,0.07,16.78,72.0,0.47,0.13,16.03
762,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.0,4.0,3.5,6.5,7.5,6.0,8.0,7.0,7.0,5.0,7.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,192.0,0.49,0.16,18.29,148.0,0.55,0.19,17.73,96.0,0.53,0.15,18.9
763,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.0,7.0,6.5,8.0,7.0,7.0,8.5,8.0,7.0,6.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,91.0,0.6,0.15,18.54,111.0,0.42,0.02,16.29,47.0,0.53,0.16,18.81
767,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,6.5,8.0,6.0,9.0,7.0,7.5,9.0,6.5,7.0,7.5,8.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,86.0,0.45,0.09,15.46,95.0,0.49,0.15,16.3,80.0,0.44,0.06,17.77
769,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,8.5,7.5,6.0,9.0,6.5,7.0,8.0,8.0,7.0,7.0,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,104.0,0.56,0.19,17.5,53.0,0.43,0.11,17.06,45.0,0.51,0.26,15.6
772,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.0,7.0,8.5,7.0,6.5,6.5,7.0,6.5,7.0,7.5,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,63.0,0.57,0.18,17.42,86.0,0.45,0.12,16.94,27.0,0.44,0.2,16.5
775,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,9.5,8.0,8.0,9.0,7.5,8.0,8.5,6.5,7.0,8.5,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,205.0,0.51,0.2,17.03,125.0,0.45,0.19,16.84,41.0,0.59,0.19,17.38
776,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.5,6.5,8.0,7.5,7.5,8.0,7.0,8.0,7.0,6.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,141.0,0.5,0.21,17.51,89.0,0.47,0.1,16.89,66.0,0.47,0.12,17.98
777,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,6.5,4.0,4.5,6.5,7.5,6.0,7.0,7.0,,8.0,8.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,192.0,0.51,0.2,17.48,72.0,0.58,0.15,16.88,42.0,0.43,0.09,18.34
779,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,9.0,8.0,7.5,9.5,7.0,8.0,8.0,7.0,7.0,7.0,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,174.0,0.52,0.17,17.73,108.0,0.56,0.21,17.12,90.0,0.51,0.21,17.68
780,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,8.5,9.0,7.5,10.0,8.5,9.5,9.5,8.0,7.0,8.0,7.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,176.0,0.47,0.16,18.34,137.0,0.44,0.12,16.53,62.0,0.55,0.15,17.47
784,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,8.5,6.5,3.5,6.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,87.0,0.51,0.15,17.17,91.0,0.45,0.13,15.62,64.0,0.45,0.07,16.94
785,M,EN,DU,DU_in_EN,No,0,,,,0,0,No,6.5,7.5,5.0,4.0,4.0,,6.0,4.0,4.0,7.0,6.0,4.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,166.0,0.44,0.11,17.4,73.0,0.48,0.12,16.59,42.0,0.52,0.21,18.65
787,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,8.5,9.0,6.0,9.0,7.5,7.5,8.5,8.0,7.0,7.0,8.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,65.0,0.46,0.08,17.24,82.0,0.49,0.06,16.61,59.0,0.42,0.08,17.64
789,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.0,8.0,6.0,7.0,8.0,6.5,7.5,7.5,7.0,8.5,7.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,274.0,0.49,0.17,17.72,121.0,0.44,0.11,17.56,77.0,0.53,0.12,16.79
790,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,9.0,8.5,7.0,9.0,7.5,8.5,8.5,7.5,7.0,7.5,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,165.0,0.51,0.16,18.11,94.0,0.48,0.06,16.3,69.0,0.46,0.08,18.86
792,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.5,7.0,8.5,7.5,8.0,7.0,8.5,8.0,7.0,7.5,8.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,151.0,0.5,0.13,16.83,141.0,0.43,0.09,16.99,80.0,0.55,0.07,18.7
794,M,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,8.5,8.5,9.0,8.0,8.5,7.5,9.5,10.0,9.0,7.0,7.5,9.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,162.0,0.51,0.28,18.03,119.0,0.54,0.17,16.02,94.0,0.53,0.14,17.56
795,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,8.0,7.0,7.0,7.0,6.5,7.0,7.0,7.0,7.0,6.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,220.0,0.46,0.17,18.25,150.0,0.47,0.15,16.87,70.0,0.54,0.13,18.53
796,V,EN,NL,NL_in_EN,No,0,6.55,6.0,7,0,0,Yes,7.0,7.5,7.0,6.0,7.0,7.0,6.5,8.0,7.0,7.0,6.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,84.0,0.51,0.15,16.39,108.0,0.52,0.11,16.9,69.0,0.49,0.1,17.03
798,V,EN,NL,NL_in_EN,No,0,6.18,6.0,7,0,0,Yes,8.0,7.0,5.0,7.0,10.0,6.5,7.0,5.0,6.5,7.0,6.5,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,193.0,0.5,0.2,18.01,138.0,0.49,0.17,16.99,62.0,0.47,0.15,18.17
801,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,8.0,6.5,7.0,9.0,8.0,7.5,8.0,7.0,7.0,7.5,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,148.0,0.49,0.19,17.52,76.0,0.42,0.1,16.03,54.0,0.54,0.11,16.95
808,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.5,8.5,7.5,8.5,7.5,8.0,9.5,4.0,7.0,6.0,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,224.0,0.38,0.1,17.4,94.0,0.44,0.15,17.17,81.0,0.46,0.17,17.24
815,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,8.0,7.0,6.5,8.5,6.0,8.5,8.5,7.0,7.0,6.0,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,149.0,0.46,0.15,17.83,167.0,0.41,0.11,14.5,43.0,0.49,0.06,16.67
816,V,EN,DU,DU_in_EN,No,0,,,,0,0,No,6.0,4.5,5.0,3.0,7.0,7.0,6.0,7.0,4.0,,6.0,5.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,112.0,0.53,0.19,17.51,95.0,0.48,0.1,18.03,39.0,0.51,0.13,17.69
818,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.5,6.5,6.5,9.5,7.0,7.0,7.0,6.0,7.0,6.0,7.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,66.0,0.52,0.12,17.6,99.0,0.53,0.19,17.85,34.0,0.59,0.15,17.34
820,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,7.5,5.0,7.5,10.0,7.0,7.0,8.5,7.5,7.0,6.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,237.0,0.51,0.1,17.93,117.0,0.51,0.1,16.7,105.0,0.55,0.19,17.98
824,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,7.0,7.5,8.5,6.5,7.0,6.5,7.0,7.5,7.0,7.0,6.0,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,102.0,0.56,0.24,17.73,76.0,0.45,0.09,16.43,34.0,0.56,0.11,17.6
826,V,EN,NL,NL_in_EN,No,0,6.92,7.0,7,0,1,Yes,6.5,7.5,8.0,6.0,8.0,8.5,6.0,9.0,8.5,7.0,3.5,,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,165.0,0.55,0.16,17.2,68.0,0.49,0.07,16.8,107.0,0.5,0.21,17.39
827,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,6.5,7.5,7.0,7.0,8.0,8.5,8.5,7.5,7.0,6.5,6.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,139.0,0.49,0.16,18.28,94.0,0.56,0.1,18.03,59.0,0.49,0.09,17.44
829,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,7.0,7.5,7.0,8.5,8.5,7.5,8.0,7.5,4.0,7.0,6.0,8.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,98.0,0.45,0.18,18.37,79.0,0.47,0.12,16.42,74.0,0.53,0.14,18.42
830,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.5,7.5,6.0,8.0,8.0,6.5,7.5,8.0,7.0,8.0,8.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,112.0,0.52,0.13,17.38,64.0,0.42,0.1,17.19,60.0,0.47,0.07,18.18
833,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,9.0,9.5,9.0,9.0,8.0,7.5,9.0,9.5,8.5,7.0,8.0,9.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,185.0,0.46,0.17,17.92,146.0,0.5,0.15,17.98,81.0,0.4,0.1,17.13
835,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,No,5.0,6.0,4.0,4.5,6.0,6.5,6.0,5.0,4.0,,4.0,5.0,6.0,5,5,6,3,3,3,4,6,6,1,6,6,6,93.0,0.43,0.15,16.43,92.0,0.46,0.04,16.71,75.0,0.56,0.11,18.04
837,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,8.0,7.5,7.5,9.5,8.0,8.5,8.5,8.0,7.0,6.5,7.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,99.0,0.56,0.16,17.76,98.0,0.53,0.13,15.68,75.0,0.51,0.15,18.11
838,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,6.5,7.0,7.0,6.0,6.5,6.0,8.0,4.0,7.0,7.0,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,76.0,0.46,0.13,17.18,72.0,0.5,0.1,15.6,20.0,0.55,0.11,19.0
841,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,9.5,8.0,8.5,7.5,7.0,7.5,9.0,10.0,9.0,7.0,9.0,8.0,9.5,5,5,6,3,3,3,4,6,6,1,6,6,6,164.0,0.43,0.19,18.35,69.0,0.54,0.15,16.21,31.0,0.55,0.14,15.66
846,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.0,8.0,6.5,10.0,7.5,7.0,8.0,8.0,7.0,7.0,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,134.0,0.49,0.2,17.73,82.0,0.49,0.1,17.02,72.0,0.54,0.07,17.76
847,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.0,8.0,7.5,10.0,8.0,7.5,8.0,7.0,7.0,6.0,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,251.0,0.44,0.11,17.88,96.0,0.47,0.1,17.17,59.0,0.47,0.09,16.96
850,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.5,8.0,7.5,9.5,7.5,6.5,7.5,7.0,7.0,6.0,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,177.0,0.47,0.12,17.52,116.0,0.47,0.04,16.76,56.0,0.57,0.11,19.27
853,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,6.5,7.0,4.5,8.5,7.0,4.5,6.5,4.0,7.0,6.5,7.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,60.0,0.55,0.18,16.94,86.0,0.47,0.12,16.4,28.0,0.61,0.11,19.77
854,V,EN,DU,DU_in_EN,No,0,,,,0,0,No,7.0,6.0,4.0,3.0,6.0,7.0,6.0,7.0,4.0,7.0,2.5,2.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,97.0,0.53,0.2,17.16,90.0,0.48,0.06,16.88,57.0,0.46,0.12,17.82
856,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,7.5,7.5,6.5,8.0,7.5,6.5,8.0,7.0,7.0,6.0,6.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,164.0,0.46,0.15,17.7,111.0,0.45,0.13,15.96,69.0,0.52,0.18,18.79
858,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,8.5,7.0,6.0,7.0,7.5,7.0,8.5,7.0,7.0,6.0,6.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,178.0,0.51,0.16,18.35,86.0,0.53,0.16,17.51,72.0,0.54,0.16,16.88
860,V,EN,NL,NL_in_EN,No,0,7.85,7.0,8,0,0,Yes,6.5,9.0,7.5,8.0,9.5,8.5,9.0,9.0,7.5,7.0,8.0,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,81.0,0.46,0.09,14.96,32.0,0.44,0.05,15.92,67.0,0.57,0.13,16.42
862,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,8.5,7.5,7.0,9.5,8.5,7.5,8.0,7.5,7.0,7.0,6.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,225.0,0.51,0.14,18.52,106.0,0.49,0.11,16.89,31.0,0.55,0.18,18.75
863,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,7.5,6.5,4.0,8.0,6.0,4.0,7.0,7.0,7.0,7.0,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,161.0,0.53,0.14,18.2,35.0,0.49,0.09,15.75,65.0,0.55,0.11,17.59
867,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.0,4.0,6.5,7.0,7.0,7.5,7.5,6.5,7.0,4.5,6.5,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,225.0,0.44,0.12,17.47,136.0,0.43,0.14,17.15,72.0,0.53,0.14,18.45
868,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.5,7.0,6.5,6.0,6.0,6.0,7.0,6.5,7.0,7.0,8.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,115.0,0.51,0.11,18.67,70.0,0.5,0.05,17.82,56.0,0.52,0.17,18.43
870,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,9.0,8.0,8.0,8.0,7.0,8.5,8.5,8.0,7.0,6.5,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,120.0,0.5,0.16,17.66,107.0,0.42,0.09,16.93,103.0,0.47,0.12,18.5
872,V,EN,DU,DU_in_EN,No,0,,,,0,0,No,7.0,6.0,7.0,6.5,8.0,7.0,5.0,4.5,4.0,7.0,5.0,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,91.0,0.63,0.06,17.55,92.0,0.42,0.11,17.82,53.0,0.51,0.11,16.92
875,M,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,8.0,7.5,8.5,7.0,9.0,8.0,7.5,8.5,8.0,7.0,7.5,8.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,184.0,0.45,0.14,18.3,111.0,0.43,0.1,16.64,87.0,0.46,0.08,17.56
878,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,8.5,8.5,7.0,10.0,7.5,8.5,9.5,7.0,7.0,8.5,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,198.0,0.49,0.16,17.66,197.0,0.52,0.18,17.34,78.0,0.54,0.11,16.31
881,M,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,7.5,9.5,6.0,8.0,9.5,7.5,9.0,9.0,7.5,7.0,8.0,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,377.0,0.5,0.23,17.51,98.0,0.5,0.04,17.33,36.0,0.56,0.17,18.35
884,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,9.5,9.0,8.5,9.5,8.5,9.5,9.5,7.5,7.0,8.0,8.5,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,243.0,0.49,0.28,17.63,89.0,0.48,0.13,17.15,81.0,0.44,0.13,17.88
889,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,8.0,6.5,6.0,8.5,7.5,7.5,7.0,6.0,7.0,4.5,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,68.0,0.56,0.19,17.98,119.0,0.52,0.05,17.13,70.0,0.47,0.07,17.86
890,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,6.5,9.0,7.5,8.0,8.5,7.5,8.5,8.5,6.5,7.0,7.0,8.5,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,192.0,0.51,0.15,17.66,94.0,0.49,0.11,17.24,75.0,0.49,0.13,18.06
893,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.5,8.5,6.5,7.0,8.0,8.5,6.0,8.0,7.0,7.0,6.5,7.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,199.0,0.5,0.15,17.91,91.0,0.49,0.12,16.9,58.0,0.47,0.06,16.86
898,M,EN,DU,DU_in_EN,No,0,,,,0,0,No,7.0,6.5,7.0,7.0,7.0,7.0,6.0,3.5,4.0,,3.5,3.0,6.0,5,5,6,3,3,3,4,6,6,1,6,6,6,115.0,0.46,0.1,16.83,73.0,0.44,0.05,16.86,51.0,0.49,0.08,17.55
899,M,EN,NL,NL_in_EN,No,0,6.64,6.0,6,0,0,Yes,7.5,6.5,7.0,7.0,6.0,6.0,7.0,7.0,4.0,,6.0,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,122.0,0.44,0.15,18.65,102.0,0.48,0.04,16.7,43.0,0.44,0.16,16.49
905,V,EN,DU,DU_in_EN,AfterYear1,1,,,,0,0,Yes,7.0,6.0,8.0,4.5,7.0,8.5,6.0,8.0,7.0,7.0,5.0,7.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,132.0,0.44,0.08,17.34,136.0,0.4,0.11,17.49,77.0,0.4,0.08,17.39
906,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,7.0,6.5,6.0,6.5,8.0,7.0,7.5,7.0,7.0,6.0,6.0,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,161.0,0.42,0.12,17.36,98.0,0.36,0.07,15.67,71.0,0.49,0.12,17.68
907,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.0,7.5,4.5,9.5,7.0,7.0,7.0,7.0,7.0,6.0,6.0,7.5,5,5,6,3,3,3,4,6,6,1,6,6,6,188.0,0.53,0.25,17.96,105.0,0.5,0.08,19.3,90.0,0.49,0.12,18.33
908,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.0,8.5,7.5,8.5,9.5,8.0,7.0,7.5,7.5,7.0,7.0,8.0,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,143.0,0.47,0.14,17.17,67.0,0.48,0.03,16.25,87.0,0.45,0.15,16.36
910,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,7.0,8.5,7.5,7.0,7.0,7.0,7.5,8.5,8.0,7.0,7.0,7.0,8.5,5,5,6,3,3,3,4,6,6,1,6,6,6,141.0,0.51,0.16,17.4,103.0,0.49,0.1,15.97,72.0,0.46,0.12,17.75
911,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,9.0,8.0,8.0,7.5,7.0,8.0,9.5,8.0,7.0,7.0,8.0,9.5,5,5,6,3,3,3,4,6,6,1,6,6,6,86.0,0.55,0.17,16.91,106.0,0.51,0.1,16.18,55.0,0.62,0.24,17.06
913,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.0,7.0,6.0,7.0,8.0,8.0,7.0,7.5,7.0,6.0,7.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,73.0,0.49,0.13,17.53,98.0,0.46,0.14,17.67,62.0,0.5,0.12,19.5
914,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,8.0,5.0,9.0,9.5,7.0,7.0,8.5,6.5,7.0,6.0,8.5,8.0,5,5,6,3,3,3,4,6,6,1,6,6,6,176.0,0.47,0.21,18.21,59.0,0.53,0.12,16.96,59.0,0.49,0.23,19.04
916,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.0,9.5,9.0,6.5,8.0,7.5,8.5,8.5,7.5,7.0,7.0,8.0,9.0,5,5,6,3,3,3,4,6,6,1,6,6,6,121.0,0.57,0.12,18.32,68.0,0.54,0.16,16.99,57.0,0.56,0.11,16.51
917,M,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,5.0,6.0,5.0,4.5,6.5,7.5,6.0,7.5,6.5,,6.0,6.5,6.0,5,5,6,3,3,3,4,6,6,1,6,6,6,140.0,0.42,0.11,17.0,152.0,0.45,0.05,16.49,56.0,0.45,0.1,17.2
919,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,6.5,7.0,7.0,6.5,7.5,7.0,6.0,5.0,6.5,7.0,6.0,3.0,6.0,5,5,6,3,3,3,4,6,6,1,6,6,6,74.0,0.5,0.12,16.82,153.0,0.49,0.09,17.33,51.0,0.53,0.05,16.71
921,V,EN,DU,DU_in_EN,No,0,,,,0,0,Yes,8.5,7.0,7.0,5.0,6.0,7.5,7.0,8.0,6.5,7.0,6.5,6.0,6.5,5,5,6,3,3,3,4,6,6,1,6,6,6,63.0,0.59,0.08,18.22,108.0,0.5,0.1,17.2,73.0,0.53,0.15,18.54
922,M,EN,DU,DU_in_EN,No,0,,,,0,0,No,7.0,6.5,7.0,5.0,6.0,7.0,6.0,7.0,4.0,7.0,3.5,4.5,7.0,5,5,6,3,3,3,4,6,6,1,6,6,6,161.0,0.45,0.19,17.07,73.0,0.53,0.11,17.25,62.0,0.48,0.13,17.71
